id,text,polarization
arb_2ce463c19e3d4e0b277ac912b9035a8f,عم تنحرق أعصابنا عالفاضي يعني؟ و+ لا شو ل+ أن ما بقا آلنا نفس نأكل و نشرب من الأخبار لو يسكرو صفحة كل واحد بينشر إشاعات و طاءفي و محرض,1
arb_c7d71ea3cc5a5063759135a748ce4112,الحكومة بتتحمل المسءولية، لا عم يتواصلو مع الشعب و+ لا عملو منصة رسميه نتابع منها الأخبار و القرارات، وسكرو القنوات التلفزيونية. مجرد مهتمين ب+ السياسة الخارجية وتاركين الشعب يضرب أخماس باسداس.,1
arb_240ce34eddde5f105e60a129c6c8405d,كل اللي بيدافع عن الختان في الكومنتات ل+ إزم ميعيشش وسط ب+ شر ، ل+ إزم عقاب رادع ، آية كمية الجهل و التخلف دي كلها ، الختان جريمة يا جماعة,1
arb_9851e55780023a2d72ffb95b83190824,الجريمة أن وزارة الصحة تشارك في هذه الجريمة و هي منع ختان الإناث في المستشفيات مع حاجة بعض البنات ل+ لختان .,1
arb_04f778674ded378feaa96b7e6a28252f,عاوزين المجتمع يخرب أكتر ما هو خربان ب+ فكركم المعادي ل+ لسنة و+ الشريعة جاتكم القرف في مناظركم,1
arb_6a367eaeee7254f93517297cdde6bd0f,يآستي هذا قرار سياسي بس عبر الحكومة الموحدة أو الخفية طبعا أهداف شيطانيه وسخه أهمها تقليل النسل .. ممكن تتوسعي لو حبيتي .. طبعا دي مواضيع ثانية و+ مختلفه .. أطيب المنى,1
arb_3b2da281bb10fc8e4fe38f65597d7fd2,بعد الشذوذ تخولو إلى تعقيم الأطفال تخويلهم من ذكر ل+ أنثى معناه س+ يصبح عقيم ..والعكس ك+ ذلك و+ هذه هي خطتهم تحديد النسل... ف+ س+ تأنك حلو,1
arb_59a2267c9f5adfedb7a6d355c48bf4f6,و يمكن هوسهم ب+ تشجيع التيار هذا و التطبيع معاه هي محوله يغطوا على ضحاياهم من الاستغلال الجنسي للاطفال، ماهو معادش مقبول تقول على جماعة الميم مختلين عقليا و ل+ إزم يتداووا!,1
arb_001be499ecdccf4324afab51f0f140d7,هءلاء لا يمكن اعتبارهم أقليات حتى يكون لهم حقوق، هذه الحالات شأنها شأن الجماعات الإرهابية ب+ تأثيرها على المجتمع و+ خلق الصراعات و+ استهداف الأمن الاجتماعي.,1
arb_5137faab92de4241e30cf651b591e4c4,و مجتمع الميم ده مش انقلاب على الفطرة البشرية السوية و تشويها ل+ طبيعة البشر ألا يستحقوا العقاب و اللعنة في كل مكان و زمان ل+ كن لا عجب في منظمة يقودها الغرب الملوث.,1
arb_c166df6b42a634887179096961901500,حرام عليكم أتقو ربنا بي بناتكم اشمعني الكلام ده بس ب+ مصر حرام عليكم الكلام ده كان زمان من أيام الفراعنة من سنين كتيرة و+ الوقتي معدتش في ختان يا مسلمين,1
arb_36f59b0ed610b43e9722e7082b6168a2,يأل العار تريدون تغير العلاقات بين الرجل و+ المرأة ثكلنكم أمكم أين حقوق الإنسان و+ الحريات ل+ لشعب الفلسطيني كفا تظليل Free Palestine,1
arb_12c2c4793a19b0d499375c2fc3039e8f,أفكار اليسار الراديكالي المتطرف الذي حذر منه الرءيس ترامب مرارا و+ تكرارا بدأت ب+ الصعود و+ الانتشار,1
arb_ccb26652f78d4446961a5825472b6919,كان يظل كافر أحسن الإسلام حرم الشذوذ ل+ أنو دين الفطرة و+ عقاب قوم لوط مذكور ب+ القرآن ف+ أي واحد يحب الشذوذ يخرج من الدين أما مسلم و+ شاذ ما تجتمع,1
arb_0f11dd1910eeaead3cff2755bf9e9268,أن شاء الله ياجماعه ربنا ياخدكوا انتوا و+ كل إلى مايدين الختان و+ نبدأ من أول و+ جديد ع نضافه مع ناس متعلمه ب+ جد و+ واعيه بدل نعيم الجهل إلى انتوا عايشين فيه ده,1
arb_c6ae27b67049869bf62790dd2c439d82,سكاي. البالية. مثل. الامارات. ودحلان. وعباس.,1
arb_f1a554835428abb3426a4156fd3ff266,سبب بلاء القضية الفلسطينية هاته الوجوه التي لم تقدم ل+ لقضية الفلسطينية سوى العمالة و+ الخيانة,1
arb_b2294108e66900c81e940cb32e600d80,صاربدناسوريةلترجع سوريةمتل زمان راح الوطن وحاربواالشعب وجابواشعب غيرشعب و+ ناس اشكالن مومعروفين من و+ ين و+ عم يضحكواع الكل ويقولوادولةورءيس ودستورومجلس شعب بلاشعب,1
arb_37fb711e25261b712c6c9c8df0c9a549,ألا تخجلون أين کافة حقوق دستوريە الأمة الكردية التي وافقتم عليها و+ وقعتم عليها قبل ايام؟,1
arb_49aa5fb573fd251a60821c564abe9dbc,والجولاني يبقى خمسه سنوااات أنها الدكتاتورية تبعث من جديد من الأسد إلى الجولاني سوريا تعيش الظلم,1
arb_db02c6c27dc245b0882b30f379f0d6db,أي نفس القديم شو فرق هو كل الحكي ع تنفيذ حبيبي مو ع الإعلان الدستور إلى قبلو متلو مع بعض الإضافات و+ المسميات وليش مو مجلس النواب إلى بيعلن حالت الطوري نفس الشي بس ب+ غير قلم و+ غير أشخاص,1
arb_1b36c0b661c4c1454ea41a0adc457004,يا بنى اسراءيل قسمت سوريا و تقصفكم كل يوم .هههه و+ أنتي تتحدث عن دستور و مرحلة انتقاليه... و+ لا سمعت له و+ لو مجرد ذكر لنتنياهوا...,1
arb_1be2efc8b8962f13550fa6cb7cb5d4db,شو بيتختلف راءيس سني عن علوي إذا كانو ب+ نفس عقليه و مبادء و سلطة رجل واحد... محزن مبكى أنو بكل دول عربيه ما في أسمو ديمقراطيه في عندا حكومات استبداديه وبس...,1
arb_9e84ac84ccd38003b66318dea5ea0253,يخلى يبلها و+ يشرب ميتها . قال إعلان دستوري قال . هذا فرض حكم و+ أقع و+ تسلط ل+ لسلطة ل+ رجل مازال على قواءم الإرهاب و+ هو مجرم مدان يجب سجنه,1
arb_8b21446c353966098ca20031731e0d95,أهلا سورياستان الجديدة ل+ نشوف ل+ شوكت تبقى 🤣,1
arb_9a5d4228594154bc1c5787e71f86ef7f,الفوضه التي أفتعلها أنتم ب تعليمات صهيوانيه تركيه ل+ تغطية ع أكمل الصفقة الإقليمية ل+ توزيع الكيكيه عليهم جنوب اسرءيل وتركيانحو شراكة اتتم تعرفون دلك,1
arb_14791624d41f6cce1208066e0bbbddf4,كل الشكر ل+ لأمن العام و+ الجيش على مايقومون به وخسء المجرمين و+ القتلى و+ اللصوص شبيحة و+ فلول بشار اللص المجرم,1
arb_b1208c99390c301501918da8e43d7e9f,تفه ع شرفكن يا حراميه يا قاتلين أنتو و+ الكر الجولاني تبعكن,1
arb_3dee2fa29c4ca817fec20e2f62878d3c,#الشرع ارهااااابي و+ س+ تبقى يداك ملطخه بدماااء الأطفال و+ النساء و+ الأبرياء العزل,1
arb_2baa37b6c20998e0580828a63c15ce36,انتبهوا و+ هو عم يقول بعض الأطراف زور زوره الله أكبر تخيلتو قلب ل+ أبو محمد الجولاني كانو ماناوي ع خير ل+ هو الأطراف ع قوله سيادو,1
arb_78007f822fa085179c8435457b0ce87d,لم يتغير شي نفس الحقد و+ نفس الظلم و+ نفس الإجرام راح طاغيه أجا طاغوت,1
arb_94a5aca38ee5354ee867c3e978b4645f,و+ طلع كلامه صحيح ذبحتم الأقلية و+ قتلتموها يااقذر عصابة مرت في تاريخ البشرية,1
arb_7fce109ca26274e5c71868810145f95e,أقسم بالله العظيم أني أول مرة أشوف داعشي يحجى عن ل+ لانتهاكات هههههههههههه و+ بسط الأمن و+ أنته اختصاص جهاد النكاح و+ الذبح و+ تهجير و+ اعتقال الأبرياء و+ القتل على الهوية,1
arb_efbd4a6eec4a7d361cef0d282037b017,طلع حكى النظام الباءد صحيح و+ الدليل المجازر لي صارت بالطاءفه العلوية,1
arb_2adeb111b9aae69e2032c8a2a2bcccbb,ل+ لإرهاب و+ الكذب و+ النفاق عنوان….الاخوان…والجولاني مثال,1
arb_d20803b855541acbaedfda19b773bb96,و+ ظلع كل كلامه صح و+ أول شهرين هجرتوهم وذبحتوهم تحت أنظار الكاميرات و+ العالم كله شافكم,1
arb_2c67dd3e22649e2d4dc10efbc7a43cd6,الذي حصل ليس حرب أهليه و+ إنما آباده جماعيه ب+ حق الأقليات,1
arb_ab6ae8b354f5cb2c92e1210b659c51f9,يعني شورايك أستاذ بشار ينقتلون الأمن العام عادي مشان فلول نظامك الساقط يضلون يسرحون و+ يمرحون و+ ينكلون و+ يغدرون ب+ العباد مشان حضرتك تضل مبسوط من حكومة الشرع,1
arb_53c1a7daea95d0986e8f1de6940bdb50,طيب ليش ما حكيت عن محاولة الانقلاب الفاشلة من فلول النظام الباءد في الساحل ، الدولة ما فعلته هو رد فعل ل+ ضبط الأمن و+ إخماد ف+ تنه فلول النظام ،،,1
arb_f34d5f3be74db56f009bef2689c15dea,ألبادي أظلم هنن قامو أ ضد الدولة و+ قتلوا شباب الأمن العام غدر هي خيانة ك+ بري زعزعة الأمن,1
arb_eec0c9634f4cbe40cab7dd00eebe18c8,هلق صار عندكن ل+ سان و+ ين كنتو وقت كان نظامك يقتل ب+ السنة,1
arb_6e104fa7e3cebc6c67a71fcca9841d8a,دستور لا يمثل ألا من كتبه و+ هذا ليس ألا دستور دكتاتوري طاءفي قومجي,1
arb_8456083d9dae1f953258f5baee472492,المندوب السامي أرجعنا لعصرو رح يكون أسوأ من اليهود على أهل غزة,1
arb_204286e12c5acdd7b955c8ed8ee4c743,يعني دول ب+ جيوشها مش قادر على غزة هياجي الراجل المهجن ده يديرها هو أي عته و+ خلاص,1
arb_73c50d209cd6e7fe17919006ef299177,العلة منهم وفيهم.... و+ الأداة أي دولة تبرر وتظفذ مصالح كيان باقي رغم أنوف 2 مليار نعام رءوس ب+ الرمال و+ بطاريق تصفق و+ تطبل و+ تهلل لل 22,1
arb_30807bc56f236e8ce2ec0031eaf2f0de,لم يتغير شيء حقا.. لم تتوقف الحروب الصليبية ابدا.. ل+ كنها كانت مغطاة ب+ عباءة نشر الحرية والديمقراطية.. و+ ما يحدث الآن هو مجرد أزاله للعباءةن,1
arb_1c46cde66ec23d6b53a7fe5ce9f4623a,ينادون ب+ العلمانية و+ يريدون تطبيقها على المسلمين فقط في حين أنهم يحشرون كل معتقداتهم في السياسة,1
arb_958feed04d7dd56b84c4e4a670d98cea,اللهم زد و+ بارك بحرايق في أمريكا,1
arb_e7b15f8a2007f0e4b43eaf042f7e357b,حركة فتح حركة علمانيه مدعمه من الغرب يعني كلهم عملاء,1
arb_0b1ddfc7445dd7d6d1a5e645b7f90a39,السلطة ب+ أجنحتها انكشفت أمام الشعب و+ لن يرضوا ب+ حكمها و+ هم مصطفون خلف حماس . حرب غزة كانت كاشفه و+ أنتهي الأمر .,1
arb_738ead98f64bb08a8c03bc9c8f494b75,أي قرارات تاريخيه في وقت لا يستطيع عباس نفسه رفع صوته في وجه عدوه ؟ بءس الرجل وبءس القرارات التي أتخذها و+ يتخذها و+ س+ يتخذها .,1
arb_0afaa6a9ec8853a15ef4d671713eb9b5,هذه خطة ترامب و+ مكشوفه واووووو ب+ معنى ما دخلتش من الباب راح أدخل من الشباك,1
arb_bed650905839f50a561001d567648f8c,شو هالتقرير الألمعي …. وقت بدكم تسوقوا ل+ لبشر مافي أشطر منكم ….. عرفنا هلق أنه علاغلب هاد صهيوني بايع نفسه,1
arb_f66e2938056139183c9bb63a318e330f,باع الدين و الأرض و+ العرض كما باعت قناتكم تماما,1
arb_4e39b7282a723c32edf9429d23ccfc62,لا تستطيعون ل+ أن السموم التي دست من قبل شيوخ المنابرفي عقول الشعب و+ جرت في دماءهم صعب تقدروا تعيدوها ل+ سابق عهدها,1
arb_14fa0c487a727a4dfa6915b472aa6488,أقرو دستوركم و+ وزعوه على داعيمكم أصبح صفحة سوداء سابقا للشبيحه و+ لاحقا لكم ف+ أين العدل,1
arb_8fc8edbec241084cd402f2e952a0bea4,و+ لك ياجماعه عن أي فلول عم تحكوووو هاد إجرام ب+ حق أهل الساحل أكتر من 30000الف بريء و+ بيوت و+ محلات تجاريه لس بتقولوو فلول,1
arb_db3c3ad153141ddd9cc0ff751e0ea650,كل بلاء ومصاٸب سوريا أجتنا من أهل درعا الله لا يسامحكم,1
arb_746f8fc6f67ee6a264a5f1741af931be,اضبطو الأمور وتعاملو مع الشياطين ل+ ضبط الأمن الكل عم يشتغل فينا و+ على جميع الأصعدة,1
arb_53f463414b3acc9726fe20f2d604c253,و+ الجهاد الذي أنشد به في الجوامع ل+ قتل طاءفه كان موضوع نقاش هاد رقم واحد ب+ الكذب و+ النفاق التي يتشدق به كل مغولي و+ تتري و سليم العثماني و+ يلكم من حساب ربكم يوم ترجعون إليه,1
arb_83dc306c3238087868753de3f0cf4a09,طالما أنكم تبررون كل جريمة ب+ فلول النظام و+ تقصون من تقع ب+ حقهم الجراءم لن تحققوا ماتدعون أنكم تريدون تحقيقه..لكن الله كبير و+ س+ يأخذنا لنا حقنا,1
arb_2ee9bd74919334cb0aad38616f01fd81,هذا واحد مهسهس دخل القطاع أول مرة و+ تركته سماح و+ رد رجع مرة ثانية ل+ لقطاع راحت أسرته,1
arb_62681f955a7203f6fef54a36e19e889b,مازلتم تكذبون و+ تعرفون أنكم تكذبون (اذا كنت لاتدري ف+ تلك مصيبة و+ إذا كنت تدري ف+ المصيبة اعظم) كان الهجوم على الدالية و+ بيت عانا ب+ الأسلحة الثقيلة بدأتم ب+ القتل لتقولو فلول الأطفال و+ النساء فلول,1
arb_0f6aaf43c95c96296702019482792394,اينو سلم أهلي هادا نتفوه ل+ لساحل تنتيف فلول النظام ل+ جهنم بس المدنيي,1
arb_608b0016b277e4a9a8ce672208e0bf69,أكبر تضليل صار أنهم سلموا البلد ل+ عصابة الجولاني بعدما كانت ب+ يد عصابات الأسد,1
arb_46ce7ff453a21d49734a8a9e3f960461,موت ف الأمهات القوية بتعجبني الأم البتكون زي الكلبة ما بترضي ف أولادها وصف الكلبة الأم الشرسة ما قصدي بيهو تقليل حاشا لله بس بتعجبني شراستها ف أولادها,1
arb_294253aad2045b3d78766ab4e8b2ac7a,العقوبة هي الإعدام ب+ ميدان عام حتى يكونون عبره ل+ من أعتبر هذه أعراض ناس و+ حتى يفكر إلف مرة من تسول له نفسه القيام ب+ هذه الأمور المشينة,1
arb_69d3941e37402985d747846251ac1833,ل+ عمي كانو بحياتن ما شايفين بنت شو هالقرف الله يعين البنات المصريات,1
arb_4ac4d6c9c2fa5207561115c88129090e,احتشمي يا حبيبه الطعام المكشوف يهدى عليه الذباب ...الله يهديكي ..ويبعد عنك هالوباء اللعين عودي إلى الله واستغفري ل+ ذنبك و+ لا حول و+ لا قوة ألا بالله,1
arb_f24b36b3f96af3ab9c4fc48f5e5e63d9,بنطلون و+ لبس خادش و+ ما بدكم تحرش إذا البنت مو حافظه دينها و+ لبسها و+ لا الأهل هل الشارع راح يحافظ ؟ ارجعو إلى الستر ل+ يستركم الله,1
arb_9b54694ae8297da51d1886c7c3a76ce4,مفروض القانون أي واحده تلبس لبس ضيق أو لبس خارج على القانون تأخذ حبس على طول في,1
arb_30bb5a4e038ef1e21f31181ce97c74be,ماذا تتوقعون من دولة يحكمها خسيس مثل السيسي هذا هو مرادهم و+ هذا هو أمنيتهم الانحطاط الأخلاقي و+ تفشي الرزيلة و+ الدعارة ل+ أن الذين دعموا السيسي و+ زمروا و+ طبلوا له كانوا أغلبيتهم أهل الرقص و+ الإباحية .....,1
arb_1d99ebcb58f6063c62e07469255b8bcd,طيب بس هنة يبطلو ينزلو بوستات و+ صور مستفزة و+ فاضحه الجمهور ب+ بطل يعلق. على مستوى الصور الهابطة بتكون التعليقات هابطه متلها ، و+ الراقي و+ المحترم ما حد ب+ قدر يعلق ب+ شي سلبي,1
arb_17f8db0948a09ebd8ac5b30bb6e3de12,الشيء الملفت نحن الجزاءريين ل+ ما نحتج مثلا على شيء يخرجوا هوما المغاربة يجريو يضحكوا و+ هو مايعجل ب+ الدولة تاعنا باه تغير هذا الشيء صراحة ساعة ساعة نستفاد من الحماقة تاعهم,1
arb_cbd116a14f066e8492adebf6398e9d4f,ما ف+ شروا أنو بصير تطبيع كل أجر شاب من شبابنا استشهاد تسوى رأس كل الدول ف+ شروا,1
arb_8325a9db691bb2b70a24b0896e3ef158,كل شي في الأردن يخسر و+ إلى يربح يروح ل+ جيوب ....,1
arb_4d177f9e8e7978be41f13fe413b87114,الدولة عمرها ماربحت داءما خسرانه عنجد الحكومة ب+ تحزن خلص ارفعوا الأسعار المواطن ب+ تحمل,1
arb_f88d15858dfb0756eaaae2f4643155e4,وداعا بنك القاهرة و+ كل شء اسمه قاهرة المعز ل+ دين الله الفاطمي و+ مبروك ل+ لإمارات,1
arb_7fe9870a9386afee4e702b6c380fc492,مشكلة مصر بدأت منذ انقلاب الزعران و+ اللصوص و+ المتآمرين ضد الشعب في سنة 1952,1
arb_f4dc65b464d7da0ea718a1c1f22110d4,مش محمد معيط كان وزير المالية السابق بعد ماخربها بقي في منصب عالمي و+ تنفيذ في الصندوق الخراب الدولي,1
arb_dd8e3eed656741e7c6757646d93942d8,صندوق النقد الدولي مجموعة لصوص هدفهم الأول و الأخير السيطرة على الشعوب,1
arb_fc34d2c92b4bb6aa1f68f4266c7559b0,و+ الله يا دكتور فقدان امتيازات حواجز التشليح و+ تجارة الكبتاغون و+ السمسرة على أرواح المعتقلين صعب,1
arb_b80e1d8a9bfa7a27d704447a1d2464da,لم يعد هناك داع ل+ مشاهده مسلسل معاوية ب+ إمكانكم رءية إجرام بنى أمية على الهواء مباشرة,1
arb_22b5fe62a0277563fd3d78c3833e8120,أن تركيا س+ تحمى رجلها بكل قوة و+ أمريكا أن لزم الأمر س+ تتدخل ، و+ ألنتن ياهو ما ب+ ترك الجولاني إلى زرعه لذا أن لم تتدخل روسيا و+ إيران لن يكون حلول عسكريه أبدأ ل+ أن الكفة راجحه جدا ل+ لأنذال,1
arb_0d4d81a6610536ef80efc2d0e23f45dc,لم يعد الواحد يمتلك القدرة على الرد و+ التعليق على تصرفات هءلاء الإرهابيين أين العالم يلي خرج من أجل غزة لماذا لا يدافعون عن السورية,1
arb_de660f250263c05460df7f05e4930f25,ثورة الجياع يا شعبنا ثورة الجياع الوضع لايطاق الشعب يريد إسقاط الجولاني وضع اقتصادي شو عملوه فينا الدول الكبرى تأمروه علينا و+ احتلونا الإرهاب,1
arb_6f0c03805777e8a8b4e1a796a9329006,لك و+ الله حتى إيران الخرفانة ما عاد تصدقهم و قرفت من ماضيهم الاجر،،،امي و إشاعاتهم,1
arb_01e5069cbc3f747489f2c31661eaa39a,#بالمشرمحي.. ثورة الجياع. لا شيء يوحدنا.. سوى الجوع، و+ هو باق ويتمدد.. أمام مجلس الغنم الأسدي الباءد، و+ أمام مجلس الشورى الشرعية القادم.,1
arb_ea35837e95946c7ce5b4cc619f93b90d,لو الحكومة تعرف تشتغل كانت دعمت البدو و+ ضربتهم ب+ بعض و+ حاصرت المدينة ب+ قطاع الطرق بس حكومة فاشله ما ب+ تعرف تعمل شي,1
arb_8a9e5d45d77d960d18f9a6ed3d570804,ثورة الجياع خيانة العظمي و+ من هنا أثبتت ل+ لتاريخ أنو الدرزي باع وطنه وارضو. مشان سلة عذاءية كيلو عدس مسوس و+ علبه مرتدلا معفنه الهجري خالط فياغرا مع فوتكا مع كبتاغون ضربوا لفيوزات,1
arb_7060718572a5f3a4f696ea1bb272b6fb,أعتقد سوريا ل+ لتقسيم أو الحرب الأهلية كل جماعة متحالفه مع دولة... الدروز مع اسراءيل و+ الأكراد مع امريكا...,1
arb_e61ed855bc0f7188754f3570377f271e,ماذا فعلتم و+ ماذا حققتم خلال شهرين من تحريركم سورية؟ الحقيقة و+ الواقع تقول لاشيء..,1
arb_8f54cf4c4a77aec41cf3095fcb3f1aaf,-انتقلنا من دولة يحكمها شيء من القانون إلى دولة لاقانون يحكمها ألا قانون ذوي اللحي.,1
arb_afae8f3a013f180f46a301b997098493,الأغلبية الوحيدة الشريفة في سوريه هم الفقراء،الذين اليوم لا أحد يمثلهم،والثورة الوحيدة الشريفة القادمة التي سوف تمثلني هي ثورة الجياع !,1
arb_e1ae9c5d612b628cccd0a8e3571c7f48,جماعة ثورة الجياع وصلتم المخبز هل أنتم قادرون على صناعة الخبز ب+ مفردكم أم صدقتم من س+ يهديكم ألمن و+ السلوى كول عمي كول,1
arb_032dbda40ab2a3b15600139c84eacf11,تركيا تقضم في الشمال و+ أسرا /ظيل تقضم في الحنوب والهبايل يحتفلون ب+ الانتصار على فلول التطام استفيقوا أيها النوم,1
arb_774fc71a9fc1a7d8c4b095cd4e5c170b,أبوهم الذي قتله فلول النظام المجرم تجار البنتاكون هذه الحقيقة لماذا تتجاهلونها و+ تكذبون,1
arb_ef90abfb1713c1e437d1155ca8ab15fd,أعتقد حسب المعطيات أن دول من شمال أفريقيا س+ تسقط على يد المهاجرين الأفارقة ربما بعد 20 سنة أو 50 سنة ب+ سبب الرشوة و+ الخيانة و+ الحقد .,1
arb_e00655cd65a1f01a5f530544fbe03124,العرف ثم العرف ثم الرشوة إذا أردت منصب عمل.,1
arb_2fb71416240e421a166b0e26c216949d,تاريخكم القذر تلمعون بي ب+ المسلسلات لو تموتون تبقون أقذر ماخلف التاريخ,1
arb_371460ac93e6a7c984aa207118735024,لمع الخرا يبقى خرا لو انفقتوا كنوز الارض.... لعنة الله قاتل مولاي الأمام الحسن عليه السلام,1
arb_68aa52820706be85191b4b92a12463d6,واضح من الإعلان و+ من الممثل اللي و+ أخد دور معاوية أنه مسلسل مقرف وماحد رح ياتفرج عليه,1
arb_8cc1883151dcea6265404e3aa62124bf,أنت قليل الأدب لا عندك نخوه و+ لا رجولة آية ده حتى المذيعة المتخلفة أنأى قاعدة مغ ابن خالتك على مصطبة بيحكي لك شكلته,1
arb_2237448d591a650530199f7270ce6da7,مين شيرين مين حسام حبيبي عشان تعملي حلقات عليهم أنتو معاكم ملاين مش حاسين ب+ الشعب ناس فاضية قوللنا كيلو اللحمة بكام و+ الأسعار آية إنما أنتو مش حسين ب+ حاجة معاكم ملاين إنما لو سالناكي فساتين بكام و+ هو معاه آية وشيرين معاها ك+ أم مليون أنتو ناس من كوكب تأني,1
arb_a9ea97539ce7be5112df38589f02c3a4,أحنا استفدنا آية من قعده الستات اللتاتة اللي قعدها حسام دا مش كلام رجاله أبدأ خلاص ألست بقت غريبه عنك أسكت بقي,1
arb_5d66796ba6a9d6230951a653a6bcee28,يتكلم كثير و+ يشوه سمعه شيرين في كل لقاء و+ هذا لايضرها ل+ أنه مريض,1
arb_653dafccc8a82c82ebb9b700cea8b38a,المذيعة مذيعه فضايح ولاتصلح مذيعه سوى في الفضايح و+ الضيف آفاق,1
arb_111602157f1085c4434554cc2bc29bde,أصلا لو كان عنده ذرة رجولة مكنش قعد يحكى حوارات حصلت بينه و+ بين مراته حتى لو كانوا مشاهير قاعد زي الحريم يتكلم عن عرضه رجاله آخر زمن نرجسي خبيث جدا و+ محضر شهود كمان,1
arb_060b540e8a9dbca23f6e12ae308880fa,و+ أنت بقه اللي خليتها تعمل البومات . كنت أعملها ل+ روحك ل+ ما أنت شاطر كده . طب أديها س+ أبتك و+ رينا بقه البوماتك و+ شطارتك يا عسل,1
arb_0b62c120796c6ce6c2e464578dd02d7d,حسام حبيب طالع بيكلمنا عن أنه شيرين نجحت في عهده و+ أنها يا عيني كانت مغنيه مغموره قبل ما تتجوزه و+ هو أصلا مستضيفينه ل+ أنه طليق شيرين حسام حبيب محتاج طبيب نفسي يعالجه,1
arb_9f6260716960467192272b569f17bfe3,نرجسي نرجسي، كافي عليك يوم واحد تبقى مع العملاقة شيرين، كافي كانت فريستك تفرغ بها نرجسيتك,1
arb_f6587ac40b9acbb1ca76c1ee4949458a,عودة شيرين و+ حسام حبيب. هنا يستحضرني مقولة ل+ لمستشار مرتضى منصور الله يخربيت أم شرين على بيت أم حسام حبيب على بيت أم عمرو أديب و+ من عندي على بيت أم اللجان المرتزقة,1
arb_ec2d6945ed296a122b9f860d5c8bdab7,الاسم :معاوية الاب:.اباسفيان الام:هند الابن البار:يزيد كان على المخرج تسميه المسلسل ب+ اسم مسلسل العاءلة القذرة,1
arb_d386aa1033b3ffda087c32e20cf06c8a,أتفه مسلس على مر التاريخ كله تدليس و+ تلميع المنافقين ل+ أغراض سياسيه خبيثه,1
arb_64c5a87d49bdeeb0194700472fad4a7a,الرشوة هي السبيل الوحيد ل+ تلبية احتياجات المواطنين و+ متطلباتهم سواءا .في السجون أو خارج السجون .دهن س+ ير أسير .يعني احيب تيسير .,1
arb_8c8710b911ae81fdb528aa1061dbed50,واش توقع يجيك من أصحاب بطون كبيره غير هلاك بلاد حسبنا الله و+ نعم الوكيل,1
arb_6a15fe20de5af712c7c8e01e21010985,كل شاه تتعلق من ك+ راعها و+ كل واحد يتحاسب على واش دار سواء الراشي والمرتشي كل واحد رآه عارف روحه أدا كاين منها و+ صح زعما تجيك نورمال تبنى دار في أرض من أول باديها ب الحرام ؟؟؟؟؟,1
arb_149c30a30dbb8c2a8795806b98d7b751,الرشوة إلى بغينا نحيدوها ف+ المغرب كل واحد أنطلق من راسو وميبقاش أعطيها و+ يدير القانون ديالو كتلقا ب+ نادم شدوه البوليس على سمطه و+ لا شي ورقه كيمد لهم 50درهم ودوز رآه أي واحد بغا يحيد شي حاجة أبدأ براسو,1
arb_4057539258ead9f64392f7c51f7aa59b,بغيتي تقصد الهيءة الوطنية ل+ لمحسوبية والزبونية و الرشوة و+ الوقاية من النزاهة 😂😂,1
arb_4f2ceda67f54e654e6e7791e0e529969,أكبر رشيوية هما موظفو السجون و+ أو و+ الله ماتيرحمو ياخدها منك وخا تكون محتاج لعنة الله عليهم إلى يوم الدين ف+ ين هما هاد المسءولين بانو,1
arb_79412b37d24297d91e4db77387e37baf,موضفو إدارة السجون كاين فيهم الرجال اكاين فيهم البعض الشمايت حاطين غير على عيلات المساجين و+ على أخواتهم اوعايشين ف+ أبور,1
arb_57303e279cc7eaa2669b6e20b27b17fd,الله أكبر عليكم يانقلابين يامعاويه و+ ابنه فرقتو الإسلام مزقتوه ياابنا هند مصاصت الدماء سلام الله عليك يارسول الله نادء عليهم ياابنا الطلقاء,1
arb_77cf63755256dd526b04fd24f1f55911,متعطش ل+ مشاهده ابن العاص كيف ينزع ملابسه و+ يهرب عندما أراد مواجهة على ابن أبي طالب عليه السلام,1
arb_3d036ef5f50c3dd11ec2bf2c20e9ec3a,خال المءمنين رضي الله عنه و+ أرضاه قاهر الفرس إلى أحفادهم هسه ساحلين روحهم من القهر هنا,1
arb_b2e959a8a21a2a596030351b8ddd2eca,ممثلين زناديق بمثلوا صحابة رسول الله صلى الله عليه و+ سلم لوين وصلنا,1
arb_70dd6bf89bf90593ab90cca5e8b83f63,لو صنعون مليون ف+ لم لن تمحون حقيقة ال أمية المقرفة,1
arb_dd4a79825835703a37b346eda60cd318,عادور النظام السابق ب+ عمرو السوري كان يتعامل مع أخوه السوري بلغه الطاءفيه و+ لا تنلفظ كلمة المذهب ل+ أخير و+ لا شر ب+ الشارع السوري,1
arb_0d076f645f6cd4b2cc1f4276d18727bd,هذه المقولة وجدت ل+ أن أغلب هذه الدول لا يستطيع حتى مجرد الحلم ب+ مشاركة في المنديال و+ هذا ما يجعلهم يعرفون قدرهم و+ حتى كأس آسيا كانت حلم لذي قامو ب+ إنشاء هذه الكأس ل+ كي لا تبقى منتخباتهم عاطله,1
arb_a7c335a0ab9089df1124ea7b4ca7c132,بطولة وديه ليس ألا و+ ب+ سبب قوة الإعلام الخليجي اشتهرت البطولة أما ك+ مستويات فنيه ف+ لا علاقة لها ب+ كرة القدم و+ من سلبياتها مشاركة منتخبنا اليمني العظيم,1
arb_c787994810bf54d52acc3fe7c4036b6c,ميءوس من الخليج في كل شيء,1
