id,text,polarization,dialect_code,dialect_name,translated_text
eng_10ec1929880afe9ecf264ef968c7674d,Former judge lauds decision removing Donald Trump,0,afb,Gulf Arabic,قاضي سابق يمدح قرار إبعاد دونالد ترامب
eng_95d7ef00080df8f3b4f81808b2bc7517,Former local GOP chair testifies before Congress,0,afb,Gulf Arabic,رئيس فرع الحزب الجمهوري المحلي السابق يدلي بشهادته أمام الكونغرس
eng_b77871de3a595badd7e8af776cf3cda7,Former Michigan GOP spokesperson testifies fake elector,0,ar,Standard Arabic,المتحدث السابق باسم الحزب الجمهوري في ميشيغان يشهد بصفته ناخبًا مزيفًا
eng_657af4bd8b38e1d125ab1d69ab6c2c3d,Former MIGOP chair takes stand as fake elector hearings,0,acw,Hejazi Arabic,رئيس سابق لحزب الجمهوريين في ميشيغان يدلي بشهادته كناخب مزيف في جلسات الاستماع
eng_d0021dda8cfecc5182d58c3322564806,Former Nelsonville resident recounts journey from prison,0,arz,Egyptian Arabic,ساكن سابق في نلسونفيل بيحكي رحلته من السجن
eng_209b4c247c4ef511f7a0b71e0cf3a21d,Former President Donald Trump In ErieMeadville,0,afb,Gulf Arabic,الرئيس السابق دونالد ترامب في إري-ميدفيل
eng_f14a80ebda1d345623aaa90694f4af60,Former President Mike Pence to keynote Indianapolis,0,arz,Egyptian Arabic,الرئيس السابق مايك بنس سيلقي الكلمة الرئيسية في إنديانابوليس
eng_dc56c4da4ad2431b824b418013b8b46e,Former VP Mike Pence ends campaign for White House,0,afb,Gulf Arabic,نائب الرئيس السابق مايك بنس يوقف حملته للرئاسة
eng_015514cda0c207cad1f8ac2815854b67,"Former VP Mike Pence praises VP Kamala Harris for certifying election, Trumps victory WWERaw oc CharlieHebdo",0,arz,Egyptian Arabic,نائب الرئيس السابق مايك بنس يثني على نائبة الرئيس كمالا هاريس لتوثيقها نتيجة الانتخابات، فوز ترامب WWERaw oc CharlieHebdo
eng_219fbbd5282771d1a9abfa26896aae5d,Fort Wayne Democrats seek to reclaim City Council,0,ar,Standard Arabic,الديمقراطيون في فورت واين يسعون لاستعادة مجلس المدينة
eng_1b5b4dfa4b12c7eb4d73884e8386656d,Foster City rejects ceasefire resolution request,0,acw,Hejazi Arabic,فوسْتر سيتي ترفض طلب قرار وقف إطلاق النار
eng_ec78200ec2a1a62ff2a02f3a3a54611f,Four New Coon Rapids Police Officers Sworn In,0,ar,Standard Arabic,أداء اليمين لأربعة ضباط جدد في شرطة كون رابدز
eng_f2b39a41b95431d610fa3c071bd33ddd,Four Officers Are Appointed to Everett Police Department,0,arz,Egyptian Arabic,تعيين أربعة ضباط في إدارة شرطة إيفرت
eng_205331e91a3c37f2b1291385519b0af8,Fowsia Musse recounts how she survived a shooting spree,0,acw,Hejazi Arabic,فوسيا موسى تروي كيف نجت من هجوم إطلاق نار متسلسل
eng_de68455c6d5a50499ca98826a8c6fa26,Frank LaRose needs money for his Senate race. A GOP,0,acw,Hejazi Arabic,فرانك لاروز يحتاج فلوس لحملته للسنات. جمهوري
eng_6ea761858581669d93ebfbcde728e331,Frankford Received 2021 Officer of the Year Award,0,apc,North Levantine Arabic,فرانكفورد استلمت جائزة ضابط العام ٢٠٢١
eng_93c93369963f149e5e5c466a5411f734,Frontline border security kis ka under hoti hai please?,0,apc,North Levantine Arabic,مين تحت مسؤولية أمن الحدود الأمامية؟
eng_d10bf6f33e6b4906ab511af634abddcd,fwiw I think we should have open borders,0,arz,Egyptian Arabic,على فكرة، أنا شايف إن المفروض يكون عندنا حدود مفتوحة
eng_1b9530943f804c65e9d37beb8e27d257,GASD Board Yates gender identity not an issue,0,ar,Standard Arabic,مجلس GASD: هوية ييتس الجندرية ليست مشكلة
eng_79820809783effbfa495b55d20ad4d4e,GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA GAZA,0,arz,Egyptian Arabic,غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة غزة
eng_e60dfda8a2be375fe8837394a5f5cd28,Geoff Duncan talks GOP 2.0 and bipartisanshipThe Red Black,0,apc,North Levantine Arabic,"جيڤ دانكن بحكي عن الـGOP 2.0 والتعاون بين الحزبين
The Red Black"
eng_776575ca6d0d6736f26026fed3d9ded1,Gerich removed from county GOP executive,0,afb,Gulf Arabic,جيريش انحلّ من لجنة القيادة بحزب المحافظين بالمحافظة
eng_65daef62e35083f002d7eb2475777744,German Romeike family faces deportation in Tennessee,0,afb,Gulf Arabic,عائلة رومايك الألمانية تواجه الترحيل في تينيسي
eng_26a647f0eaf6b56e3ef399ae77334b9c,Germany as a nation is about 150 years old. How much national identity could they lose?,0,afb,Gulf Arabic,ألمانيا كدولة عمرها حوالي 150 سنة. قديش ممكن يخسرون من هويتهم الوطنية؟
eng_93f9c8c1e5c3e50b98d20d1b3bfe644b,Germany provided a new military aid package for Ukraine,0,ar,Standard Arabic,قدمت ألمانيا حزمة مساعدات عسكرية جديدة لأوكرانيا
eng_7c4ce035fcd7128eba08ba1560706453,"Girls Take First, Boys Fourth at Monticello Invitational",0,arz,Egyptian Arabic,البنات خدوا الأول، الأولاد رابع في دعوة مونتيسيلو
eng_c42cdee310a0ffd2187071ca1f6c6f7a,"Give it a go, GOP intern.",0,ar,Standard Arabic,حاول حظك يا متدرب في الحزب الجمهوري.
eng_3feeae017aa64998930154c10d68605e,Global regulators scramble to address threat of fake newsFinancial,0,apc,North Levantine Arabic,الجهات التنظيمية العالمية بتستعجل لتواجه تهديد الأخبار المزيفة — فاينانشال
eng_04c1a7ecf7a9b66f55633cecf6774fa2,GO Ukraine. I fully support Ukraine and Zelensky.,0,arz,Egyptian Arabic,يلا أوكرانيا. أنا بدعم أوكرانيا وزيلينسكي تمامًا.
eng_7bcfe33bbe57b11bc9ff68dad4e9abfb,Going to call for secession of the red states?,0,afb,Gulf Arabic,بتستعدون تطلبون انفصال الولايات الحمراء؟
eng_a2dfd7d013039615210d36e68e4f5ce7,Good Morning America visiting PutinBayFremont NewsMessenger,0,arz,Egyptian Arabic,صباح الخير أمريكا زيارة بوتين باي فريمونت نيوزميسنجر
eng_3b8bd27ae2ccbda68b87b0f0909732ee,GOP attack on Homeland Security Secretary Alejandro,0,ar,Standard Arabic,هجوم الجمهوريين على وزير الأمن الداخلي أليخاندرو
eng_c229e5f94c8606525e390ff2dc78533d,GOP candidate Vivek Ramaswamy questioned on 9,0,ar,Standard Arabic,طرح مرشح الحزب الجمهوري فيفيك راماسوامي تساؤلاً في التاسع
eng_0cacce0bfa3893740de46fbb438fbdee,GOP chairman addresses Santos situationHerald Community Newspapers,0,afb,Gulf Arabic,"رئيس حزب GOP يتناول وضع سانتوس
صحف هيرالد المجتمعية"
eng_0439511f3a9f53203ea1907a5ef80b11,GOP debate key moment for Megyn Kelly,0,apc,North Levantine Arabic,لحظة حاسمة في مناظرة الجمهوريين لمايجن كيلي
eng_af2bd2c49a704abff255d2cbcd2347eb,GOP debate offered Tuscaloosa a chance,0,ar,Standard Arabic,مناظرة الحزب الجمهوري قدّمت لتاسكالوسا فرصة
eng_ab88ad93f60eb2a8b5bfe2854b7801ce,GOP debate offered Tuscaloosa a chance to shineThe Tuscaloosa,0,ar,Standard Arabic,نقاش الحزب الجمهوري منح توسكالوسا فرصة للتألق توسكالوسا
eng_31a6e9f6f0a47fd848d1c7af99f60385,GOP defense bill bars Pentagon from enacting Bidens,0,apc,North Levantine Arabic,مشروع قانون الدفاع الجمهوري يمنع البنتاغون من تنفيذ سياسات بايدن
eng_626122183ce4d473e8484a570080b2a4,GOP faction challenges Ukraine policy. Does Biden have,0,ar,Standard Arabic,فصيل الجمهورية المتحالفين يتحدى سياسة أوكرانيا. هل بايدن يمتلك...
eng_1e4f42b3164ef1f1883afa3ac4cbb261,GOP fires back at Cartys accusers,0,afb,Gulf Arabic,الحزب الجمهوري يرد على اتهامات كارتيز
eng_2e1b5d38bbe3e56ef345321d9f823c03,GOP Florida governor Ron DeSantis met with protests,0,apc,North Levantine Arabic,حاكم فلوريدا الجمهوري رون ديسانتيس اجتمع مع احتجاجات
eng_9f222e138622be11063cbfa773c6a564,GOP governor candidate makes Clark County visitThe Reflector,0,ar,Standard Arabic,مرشح الحزب الجمهوري لمنصب الحاكم يقوم بزيارة مقاطعة كلارك — ذا ريفلكتور
eng_61b38b01e8fa8ad01037a60c98c3ee00,GOP governor candidates say W.Va. should have received,0,ar,Standard Arabic,مرشحو الحزب الجمهوري لمنصب الحاكم يقولون إن ولاية فيرجينيا الغربية كان ينبغي أن تتلقى
eng_2df400a8f3a4150d5bfe1f11b23f7f48,GOP legislators in Niagara County back legal effort to fight,0,acw,Hejazi Arabic,نواب الحزب الجمهوري في مقاطعة نياجارا يدعمون الجهود القانونية للقتال
eng_99f3cd9ede0f85b11d6516007f9457a0,GOP maintains Georgetownarea seat in special,0,arz,Egyptian Arabic,الحزب الجمهوري بيحتفظ بمقعد منطقة جورجتاون في الانتخابات الخاصة
eng_dcc6c27bb2f1e5b99100dcd9f61ba5a7,GOP members reject housing department nominee due,0,arz,Egyptian Arabic,أعضاء الحزب الجمهوري بيرفضوا مرشح وزارة الإسكان بسبب...
eng_f64ff3158587dde94c369767eac28dec,GOP ousts Democrat Czarnezki from Wisconsin Elections,0,afb,Gulf Arabic,الحزب الجمهوري يطيح بالديمقراطي شارنيتسكي من إدارة انتخابات ويسكونسن
eng_03cf044fd90575b9fa03bd30dc940427,GOP promotes Denver voter effort to woo,0,acw,Hejazi Arabic,الحزب الجمهوري يروّج لجهد ناخبين في دنفر للجذب
eng_57e77f0b821e062f6ad2d94ae4fe73e7,GOP Rep. Elise Stefaniks endorsement of Kari Lake,0,acw,Hejazi Arabic,مؤيِّدة النائبة الجمهورية إليز ستيفانيكس لكاري ليك
eng_b47b7ef9c28236e413b5aace12efcf4b,GOP Rep. Ken Buck Plans to Challenge His Party's Direction,0,afb,Gulf Arabic,النائب الجمهوري كين باك يخطط لمعارضة اتجاه حزبه
eng_d85b9e6617afcbefd514d287e783ac1c,GOP Rep. Ken Buck plans to challenge his partys direction,0,arz,Egyptian Arabic,النائب الجمهوري كين باك يخطط لمعارضة اتجاه حزبه
eng_395d95e0590c18ccf23ed00e700481d8,GOP roadblock leaves Marines without confirmed leader,0,ar,Standard Arabic,عقبة من الجمهوريين تمنع تأكيد قائد للمارينز
eng_9f331fa51215c01129776648a2f744e5,GOP Senators husband sparks online uproar after video refusing to shake Kamala Harris hand goes viral Source Irish Star,0,afb,Gulf Arabic,زوج سيناتور جمهوري يثير ضجة على الإنترنت بعد انتشار فيديو يرفض فيه مصافحة كامالا هاريس — المصدر: Irish Star
eng_a05b9cbd92ac3c26174b908e7b139b8a,GOP takes control of NC Environmental Management,0,apc,North Levantine Arabic,الحزب الجمهوري بيتحكّم بإدارة البيئة في كارولاينا الشمالية
eng_f6541383b86e645f364b46839ad4dd77,GOP to cohost August debate with Trump,0,arz,Egyptian Arabic,الحزب الجمهوري هيرعى مناظرة في أغسطس مع ترامب
eng_296b385b695d4ead43e198be9047b796,GOP Turns on Gaetz Following Ouster of McCarthy,0,acw,Hejazi Arabic,الحزب الجمهوري ينعطف ضد غيتز بعد إقالة مكارثي
eng_3bcea1f625708eb8eb09afa696690bd4,Goshen Township Fire and Emergency Medical Services Report,0,ar,Standard Arabic,تقرير خدمات الإطفاء والطوارئ الطبية لبلدة غوشن
eng_bef87e5aed2eb7d8b5c7b636742b9d07,"Got an ice cream machine, made some ice cream",0,arz,Egyptian Arabic,جبت ماكينة آيس كريم، وعملت شوية آيس كريم
eng_d326e35229d302f43d4a0046b2757b16,"Gov. Laura Kelly, Kansas Republicans to face off over state",0,ar,Standard Arabic,الحاكمة لورا كيلي، و الجمهوريون في كانساس سيواجهون بعضهم البعض حول الولاية
eng_5b5c1bc1dd15be4faf3fdcdc73a1cfee,"Governments gunna start requiring CRT and gender ideology studies in private religious schools, Im calling it now.",0,arz,Egyptian Arabic,الحكومات حتبدأ تطلب تدريس الـ CRT وإيديولوجيا الجنس في المدارس الخاصة الدينية، بقوليها من دلوقتي.
eng_d384897baa0cbac98d982b8ff6a73b57,Governor Abbott Expands Border Security Operations,0,ar,Standard Arabic,الحاكم أبوت يوسع عمليات تأمين الحدود
eng_ce8cd748311ac729e96a4e1e8e04549b,Grant May Lead to Nonstop Service from Tri-Cities Airport,0,ar,Standard Arabic,منحة قد تؤدي إلى خدمة متواصلة من مطار تري-سيتيز
eng_5784b49551c7f5b1d6fc42f0a34fd597,Graphic Essay US Border Security @URL U.S. Presidentelect Donald Trump has already made clear that he plans a security,0,ar,Standard Arabic,مقال مصوّر حول أمن الحدود الأمريكية @URL أعلن الرئيس الأمريكي المنتخب دونالد ترامب بالفعل أنه يخطط لسياسة أمنية
eng_40df09702897288ceeb6d6ddb47daec1,Greene booted from House Republicans Freedom,0,apc,North Levantine Arabic,غرين طُرِد من مجلس نواب الحزب الجمهوري الحر
eng_b4b59b05b0e8bdf9847ffd6f13dcfac6,Greenwich recounts RTM election results with many races,0,apc,North Levantine Arabic,غرينيتش بتعاود تحكي نتايج انتخابات مجلس المندوبين مع كتير سباقات
eng_28df66b279b58c8050956a906d1ee5cd,"Greg Palast has been writing about this, focusing mainly on voter suppression tactics. @URL",0,apc,North Levantine Arabic,جريج بالاست عم يكتب عن هالموضوع، وتركيزه الأساسي كان على تكتيكات قمع الناخبين. @URL
eng_f28a4f413e700904261bae2b19460fb5,Haley goes after Trump on Israel. See what other GOP,0,acw,Hejazi Arabic,هيلي تنتقد ترامب بشأن إسرائيل. شوف إيش اللي باقي من الجمهوريين.
eng_156d49d87537a8368fbe76f8571e33d0,Halt NATO expansion Force a NATO reduction,0,arz,Egyptian Arabic,أوقفوا توسع الناتو، وأجبِروا على تقليص الناتو
eng_0f98180911adcb472706e4af0500b82b,Hamas and the American Left The Jewish,0,ar,Standard Arabic,حماس واليسار الأمريكي اليهودي
eng_549a7786a983067eaa5656d608c21a76,Hamas announcement in the coming minutes,0,afb,Gulf Arabic,إعلان حماس خلال الدقائق الجاية
eng_05ef8088df2bf16b3bf32fa7e50d180b,"hamas in two days.""Why dont you a88",0,ar,Standard Arabic,"حماس في غضون يومين. ""لماذا لا تفعل a88"
eng_5067986f13305a29415b39f8ab00ac60,Hamas rockets and deadly incursion shock Israel.,0,acw,Hejazi Arabic,صواريخ حماس والتوغّل القاتل صدمت إسرائيل.
eng_d6d89e20c9524410032e637bea7dc706,Hamas Sought to Reach West Bank During October 7 Attack,0,ar,Standard Arabic,حماس سعت للوصول إلى الضفة الغربية خلال هجوم ٧ أكتوبر
eng_388a4565ce46ba96ebf80186d02dcbb9,Hamas sought to reach West Bank with Oct. 7 onslaught,0,acw,Hejazi Arabic,حماس حاولت توصل للضفة الغربية بهجوم ٧ أكتوبر
eng_c2ecdb42e51130898b42eec6b29031b3,"Hamas to release 50 hostages, Israel to pause fighting",0,ar,Standard Arabic,حماس ستفرج عن 50 رهينة، وإسرائيل ستوقف القتال مؤقتًا
eng_35605b9a3dcff141de46191d94225ad3,"Hamas, a terrorist organization, cannot be treated as",0,afb,Gulf Arabic,حماس، منظمة إرهابية، ما يمكن التعامل معها كـ...
eng_215522483d425cd18ac40bba29d9b723,Hanover Police Arrest Two Students,0,apc,North Levantine Arabic,شرطة هانوفَر توقِف طالبان
eng_c618851ec5f207a24c75ed6a25379013,Harvard plagiarism claims add fire to GOP feeding frenzy,0,acw,Hejazi Arabic,ادعاءات السرقة الأدبية في هارفارد زادت النار على هوس التغذية عند الجمهوريين
eng_e08d27d9232fc82e7d8b537d3f7c1c01,Have you changed your voter registration to republican yet?,0,ar,Standard Arabic,هل قمت بتغيير تسجيلك الانتخابي إلى الحزب الجمهوري حتى الآن؟
eng_a655418576e16a9ffc4f31a765fb091c,Having proper border security is not extreme.,0,apc,North Levantine Arabic,وجود أمان حدودي مناسب مش شي متطرف.
eng_e9c239495ef79e8b56c63e4d97a827e2,Hawaii Republicans Elect New Party Chair,0,acw,Hejazi Arabic,حزب الجمهوريين في هاواي ينتخب رئيس حزب جديد
eng_b28b21c574bf74d78b7a8bab13796fbe,He complaining about the border while Biden gets Mexico to pay 1.5 billion for border security.,0,arz,Egyptian Arabic,هو بيشتكي من الحدود بينما بايدن خلّى المكسيك تدفع ١.٥ مليار لأمن الحدود.
eng_b598961b148d84611ef77b1f6cf1fa7d,He has an iron dome surrounding it every time I try he just shoots it down,0,apc,North Levantine Arabic,فيه قبة حديد حوالينه، كل مرة بجرب فيها هو بس بينزّلها بالمِضاد.
eng_63d6e4716f0aa7148608671857d4c72a,He has Russia and Ukraine discussing a ceasefire already.,0,apc,North Levantine Arabic,هو جاب روسيا وأوكرانيا يتناقشوا عن وقف إطلاق نار بالفعل.
eng_ee63618670407f98f3143690cc2be45b,He was never charged with an insurrection,0,arz,Egyptian Arabic,ما تمش اتهامه أبدا بارتكاب تمرد
eng_13e5b82304ed32bd5d5192ea99e62d96,"Headline ""Russia sends military aid to Ukraine unintentionally""",0,apc,North Levantine Arabic,"العنوان: ""روسيا بتبعث مساعدات عسكرية لأوكرانيا بالغلط"""
eng_1ce3d918567f80ce222bf234b67b0539,"HEADS UP If your birth certificate doesnt match your current legal name, you would be unable to register to vote or update your voter registration under the SAVE Act. This includes the more than 69 MILLION women in the US who changed their name after marriage. @URL",0,apc,North Levantine Arabic,تنبيه: إذا شهادة الميلاد ما بتطابق اسمك القانوني الحالي، ما بتقدري/تقدر تسجلي/تسجل للتصويت أو تحدّث تسجيلك الانتخابي حسب قانون SAVE. هالشي بيشمل أكتر من 69 مليون امرأة بأمريكا غيرن اسمهن بعد الزواج. @URL
eng_8b774c657b6751a49898a6e501f5407c,"Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, I 15th Cong.",0,acw,Hejazi Arabic,جلسة استماع حول تدخل روسيا في الانتخابات أمام لجنة الاستخبارات الانتقائية في مجلس الشيوخ، الكونغرس الخامس عشر، أنا
eng_17d32431d0fccf2507173d5b3da951df,Hearing set for sanctions motion in West Virginia foster,0,ar,Standard Arabic,تحديد موعد جلسة استماع بشأن طلب فرض عقوبات في قضية الرعاية البديلة بولاية فرجينيا الغربية
eng_bb4c1be1b2caec3429b97407fffd8662,Here are the Republicans running for House,0,ar,Standard Arabic,هؤلاء هم الجمهوريون الذين يترشحون لمجلس النواب
eng_d46afeb378a546ba180a0faebd7cc157,Here comes military aid that Ukraine been asking for!,0,acw,Hejazi Arabic,ها هو الدعم العسكري اللي أوكرانيا طالبة فيه!
eng_e4f2815312bca17a20435390e50983b4,Heres why the Democrats didnt come to McCarthys rescueWinstonSalem,0,afb,Gulf Arabic,هذي ليش الديمقراطيين ما جوا لإنقاذ مكارثي - وينستون سالم
eng_6cda5c6f7e963906cf30bc2aa6eaf717,heres your reminder that early voting ends november 4th,0,arz,Egyptian Arabic,ده تذكير إن التصويت المبكر بينتهي يوم ٤ نوفمبر
eng_ee6e34581665405fa352f4bc0ead277e,"Hi Cliff, you can transfer at any of our offices in Harare where there is voter registration",0,apc,North Levantine Arabic,مرحبا كليف، فيك تحول بأي من مكاتبنا في هراري اللي فيها تسجيل ناخبين
eng_1237d093fa9c27633de20c2dbea2af98,Hiding replies after an electoral college?,0,ar,Standard Arabic,إخفاء الردود بعد مجلس انتخابي؟
eng_0ddae635adc38de4fd6899fc4d2c57d8,High School Senior Dies After Collapsing at Track Practice,0,ar,Standard Arabic,طلاب الثانوية العامة توفي بعد أن انهار خلال تدريب على المضمار
eng_45fc767c0bc9ab7687447965032efb09,Hindutva populism? That is what powered Indias freedom movement. Truth alone triumphs.,0,arz,Egyptian Arabic,الهندوتفا الشعبوية؟ ده اللي دفع حركة تحرير الهند. الحقيقة بس هي اللي بتنتصر.
eng_3174e201380af8a11520a77c343ed2f9,Hobbs rejects Republicans request to extend bar hours,0,arz,Egyptian Arabic,حوبس بيرفض طلب الجمهوريين لتمديد مواعيد البارات
eng_cb14d7499d72bdeb3db54b21d0b24dd2,Homicides? So you want gun control?,0,apc,North Levantine Arabic,قتل؟ يعني بدَّك تحكم على السلاح؟
eng_845661ffefc97241add93a6c2ef81b34,Hopes dim for ceasefire as Israel vows to continue,0,ar,Standard Arabic,تتضاءل آمال وقف إطلاق النار مع تعهّد إسرائيل بالاستمرار
eng_e6fff568298653e991305ca83a1cb451,"Hostage release delayed, wont start before Friday, Israeli",0,acw,Hejazi Arabic,إطلاق سراح الرهائن تأخر، ما بيبدأ قبل الجمعة، إسرائيلي
eng_f2777b9309fd39571a060c9232244265,House District 2 runoff is a GOP family feud,0,acw,Hejazi Arabic,الجولة الفاصلة للدائرة البرلمانية الثانية صارت نزاع عائلي بين الجمهوريين
eng_f7aa770916549363d05c6c20e67d57d4,House GOP gears up to authorize Joe Biden impeachment,0,apc,North Levantine Arabic,جمهوريّو مجلس النواب بتحضّروا للموافقة على مساءلة جو بايدن
eng_5f27d15a507eab2a883a540606fb2033,House GOP in no rush to give more Ukraine aid after 6,0,apc,North Levantine Arabic,مجموعة الجمهوريين بالنواب مش مستعجلة تعطي مساعدات أكتر لأوكرانيا بعد ستة
eng_d087d72d82685de71634f91a3ea42a5b,House GOP members may expel Matt Gaetz if ethics,0,arz,Egyptian Arabic,أعضاء الحزب الجمهوري في مجلس النواب ممكن يطردوا مات جيتز لو لقاوه مخالف للأخلاقيات
eng_74d2f9509e29bfc3695a56f6cbf973bf,House Republicans demand answers on USBP El Centro,0,afb,Gulf Arabic,نواب الحزب الجمهوري في مجلس النواب يطالبون بإجابات عن دورية حرس الحدود الأمريكية في إل سنترو
eng_bc6c8f1829d11d92d0ee042afd3567b2,"How about 50,000 and the rest of them be 37,00 Border security Guards?? !!",0,apc,North Levantine Arabic,شو رأيك بخمسين ألف والباقي منهم يكونوا ٣٧٠٠ حراس أمن حدود؟!!!
eng_d1810124360caf98a9c30f42ce2cc3c5,How did Vote With Me afford to purchase all the voter registration files in every state in the US? Thats a massive cost.,0,ar,Standard Arabic,"كيف تمكّن مشروع ""صوّت معي"" من تحمّل تكلفة شراء جميع ملفات تسجيل الناخبين في كل ولاية من الولايات المتحدة؟ هذا إنفاق هائل."
eng_4622ce2704979b48d0167d1c039a4340,How does it make sense to require proof of voter fraud to investigate if voter fraud occurred?,0,acw,Hejazi Arabic,كيف يكون منطقي إنك تطلب دليل على تزوير أصوات عشان تحقق إذا صار تزوير في الأصوات؟
eng_ac5af5a1fed39262eb5c1ae91f531812,"How does the electoral college contradict the ""concept of democracy?""",0,afb,Gulf Arabic,شلون كلية الناخبين تتعارض ويا مفهوم الديمقراطية؟
eng_a744947350c308a39a0f85f54091d912,How Florida Republicans are trying to rein,0,acw,Hejazi Arabic,كيف الجمهوريين في فلوريدا يحاولون يقيّدون/يكبحون؟
eng_3945386fb011f3e8cf887426cbdd4c28,How immigration policy fuels a child labor,0,apc,North Levantine Arabic,كيف سياسة الهجرة بتغذي عمل الأطفال
eng_d5a2fea439efacd4f3d8007f38206225,how is this not the election fraud ?,0,apc,North Levantine Arabic,كيف هادا مو تزوير بالانتخابات؟
eng_635bab30ca24d1cc2553af8e60f18aed,How often should we bech cking her voter registration status?,0,arz,Egyptian Arabic,كم مرة يجب أن نتحقق من حالة تسجيلها في الناخبين؟
eng_9cbbfca56ce9e5c4098956202b4b8ea6,How private immigration detention is harming New,0,acw,Hejazi Arabic,كيف السجون الخاصة للاجئين تأذي نيو
eng_97623cbb4e4cf4872e30887818f47036,How Qatar is playing a vital role in fate of Hamas hostages,0,afb,Gulf Arabic,كيف قطر تلعب دور حيوي في مصير رهائن حماس
eng_48653bfaa99c963396453f3b126c0c55,How to watch Donald Trump town hall. And why,0,ar,Standard Arabic,كيفية مشاهدة حلقة نقاش دونالد ترامب ولماذا
eng_dbf6e9f07f6e2cb0db6d12003b65c224,How worried should Democrats be Bidens bad polls,0,ar,Standard Arabic,كم يجب أن يقلق الديمقراطيون من تردّي نتائج استطلاعات بايدن؟
eng_109a229ce3e6f59df49024087f6a58d9,Hugh Chatham Health Receives 2024 Women's Choice Award,0,arz,Egyptian Arabic,مستشفى هيو تشاثام للصحة يحصل على جائزة اختيار النساء 2024
eng_9c64448117359b5171015cee0f71c100,Huh? Civilian casualties are much lower in that invasion.,0,afb,Gulf Arabic,ها؟ خسائر المدنيين كانت أقل بكثير في هذي الغزو.
eng_3a4d35910f7e4403048ed0d6e7bd8565,Hundreds rally in Downtown Binghamton for ceasefire,0,acw,Hejazi Arabic,مئات يتجمعون في وسط مدينة بنغهامتون للمطالبة بوقف إطلاق النار
eng_cb8bdc89c75fde396778f787f2527648,Hungary PM Orban says spoke to Putin to urge immediate ceasefire in Ukraine,0,ar,Standard Arabic,رئيس وزراء المجر أوربان يقول إنه تحدث إلى بوتين لحثه على وقف فوري لإطلاق النار في أوكرانيا
eng_8a04c91763c0aa99c52aef2caa620b54,Hunter Biden accuses Republicans of weaponizing his drug addiction in rare op-ed,0,apc,North Levantine Arabic,هانتر بايدن متهم الجمهوريين باستغلال إدمانه للمخدرات كسلاح في مقالة رأي نادرة
eng_0a66001a5c61367ce476456ea0e5e009,"Hunter Biden defies GOP subpoena, blasts impeachment",0,arz,Egyptian Arabic,هانتر بايدن بيتحدى استدعاء الجمهوريين وبيهاجم محاولات العزل
eng_2242f8919b3dd02042304727d4f3d90c,Hurst mayoral campaign accused of voter fraud based,0,acw,Hejazi Arabic,حملة مرشح عمدة هيرست متهمة بتزوير أصوات الناخبين
eng_07b7c5335da8318fe4bc1c9b3f56ad12,Hutchinson shuns fireworks in first GOP presidential primary,0,afb,Gulf Arabic,هاتشنسن تتجنب الألعاب النارية في أول اقتراع تمهيدي للحزب الجمهوري لرئاسة الولايات المتحدة
eng_daf083e97f7b96bbaa993fb86a720dac,I agree!!! Why didnt anyone demand a recount to start!!!,0,afb,Gulf Arabic,موافقة!!! ليش محد طالب إعادة فرز من البداية!!!
eng_87675eae8c779cb286d039891649c70e,I am raging !! refugees Rwanda,0,arz,Egyptian Arabic,أنا متعصّب!! لاجئين رواندا
eng_9bf2087a9a8834eef1fb41aac03ad116,I am truly saddened and concerned for the officers who testified about the beatings they sustained during the J6 insurrection. Please pray for them.,0,arz,Egyptian Arabic,أنا متأثر ومحزن بجد وقلقان على الضباط اللي شهدوا عن الضرب اللي اتعرضوا له خلال انتفاضة 6 يناير. من فضلكم ادعوا لهم.
eng_390abdae9814517aace1fff0d943892a,I cannot wait for the next series of Border Security Australias Front Line,0,ar,Standard Arabic,"لا أستطيع الانتظار للموسم القادم من برنامج ""الحدود: الخط الأمامي"" الأسترالي"
eng_74485b17cc61d61ca086fcf02b1090bb,i cant stop watching videos of kamala harris,0,ar,Standard Arabic,لا أستطيع التوقف عن مشاهدة مقاطع فيديو لكامالا هاريس.
eng_ba831b92bfc19e7a3188f8edfd62457b,I disagree ion think its West Bank thing,0,afb,Gulf Arabic,أنا ما أوافق، أعتقد إنها مسألة الضفة الغربية
eng_d5d91ff3f1853289962b05bc5ae881b5,I dont believe it. With the invasion happening anyone sending military aid to Ukraine becomes a belligerent.,0,afb,Gulf Arabic,ما أصدق. مع الغزو اللي صار، أي حد يرسل مساعدات عسكرية لأوكرانيا يصير طرف في القتال.
