id,text,polarization
arb_ba1461263c45120b8abe63ac8f908485,يعني إما تقدم للمعارضة و إن لم يكن أي تقدم للمعارضة، فيقولون النظام يقصف المدنيين.,1
arb_b1d0c26d9d8fef00a73458521026dbc8,بل اسال الحكام العملاء العرب الشمايت وبحلفهم تقتل العراقيين ولانهم شمايت وانصاف الرجال وما تنتظر المنطقة منهم وشعوبهم قابلة باغية راضية وعلى الباغىتدور الدوائر,1
arb_36696c84c9ba8b534c581516788f65fe,فلم يستيقظ شعبنا المغربى من ان جنوب اوروبا نشفت وما سيسببه من ماسات للمغرب ولسنا لا سوريين ولا ليبيين,1
arb_dcfb0e3ca5c18e9953424ac47ab822f4,"الان فقط 250 ألف شهيد عدد صغير جدا مازال الاخر في حاجة الى أموات ,فحرضوا على القتال،فأنتم بعيدون من لهيبها",1
arb_6c106229ff68fbad4ed732ef89895557,العراق : كان ياما كان في قديم الزمان وفي سالف العصر والاوان كان هنالك عراق أما الآن فهنالك عيران . نقطة,1
arb_db1914b139fb80a2d8af42bafddd0b7a,ما تفعله اوربا تجاه المهاجرين اشرف من موقف خائن الحرمين والمسلمين وذاك الذي يبني ابراجا في دبي جعلها بإسته.,1
arb_0d0e7fbadd84cac02da5a0a35e306564,لن يوجد في العالم قوم انجس من العرب بارك الله في القائد خامنه يي الذي فتح بغداد و دمشق و صنعا و بيروت,1
arb_a88fec62c1c3540ae03f2c92a30ea9f3,نعم السعوديه ودول الخليج هم المعتدين على الشعب اليمني..ويجب ان تحاكم على جراءمها,1
arb_a7e7db54d0caef7eb1d4c809cefcba8d,أنتم سبب النكسة و قابلني يا سي مورو كان مازلتو ترجعو للحكم,1
arb_fd16475672e9e5071ecb4f94104cf97c,"انا
 كمواطن مغربي شاهدت ما جرى انها مسرحية قديمة  لكن الشعب امي جاهل منافق يتبايعون وكأنهم في أسواق الحمير و البغال والحديث طويل",1
arb_b0b2e254066eadd7278efafc14ed2811,فالرسول (ص)انتصر قبل مايدعوا للمصالحة ياشلوف وشعوبنا كذلك تنتصر وتتحرر  اولا ثم بيدهاان تعفى وليس يعفواعنها مجرم,1
arb_5ad5ae59bcc7daded8ed280f70682199,الشعب المغربي شعب غارق في الجهل والتخلف ويد عي الفهم والحضارة,1
arb_f161fc525d9f83a7dc5574f341e6a634,ثمن بشار الاسد صاروخ واحد من بلايين الصواريخ التي ترسلها اميركا يومياً تلف بها الكرة الارضية لاصطياد قادة القاعدة بطائراتها بدون طيار,1
arb_fcc789f823834b49a8286d96119e555e,"العقول الخاوية هي الارض الخصبة لزراعة بذور التطرف الذي يتحول تلقائياً بعد اكتمال نموه الى ارهاب , مساجد كثيرة تتولى مهمة ""الزراعة"" .",1
arb_98e3a9dc48db659d75ab7764f1e5dc10,فالشعب السور لا يجب ان يمكن لاسرائيل للعلويين بارضه وبلده والله ينصرهم على الاسد الصهيونى امين,1
arb_3a5916a494e4437308dfe4073fc01e8e,لزم ندحر الشيعه بكل شي متحسن عليه وسوفا ننطلق من سوريه للعلم اجمع ونرفع رايت رسول لله محمد صَل لله عليه وسلام,1
arb_087ab2cfd2c74cb388b984dd56ce4ac6,راه  يدبز لا اريدادخل بالتفاصيل هؤلاء هم خدام المخزن المعفن وملكهم ويعرفه كل شعبنا المغربى ورانى وجدى,1
arb_13122ad17d45143ec951c1d42f4255dd,هذا المتكلم من بيروت انسان بلا اخلاق ومغرور...ويتصور نفسه كيسنجر او تاتشر..اوتشرشل ...شايف نفسه ومش مصدق انه بيتكلم بالسياسة..وانه يشارك فى حوارات....,1
arb_66a40b32d54861d4eca4f9fe2d6930ea,فما دام العملاء احياء ومحميين من المستعمرين كحفتر العميل فلا حل للازمةالعربيةكلها وكيدهم عظيم علىالامة,1
arb_a37587fa1ba2a81d4b6748631d039517,وبلدك أي علم يرتفع فوقها ؟؟؟ علم قردستان؟؟أم امريكستان؟؟ وهل هناك فرق ؟؟ روح نام قبل لا يدعشوك انشالله.,1
arb_9c6d4f19f4f7b1808c04103cefc49d64,انتم نفسكم مؤامرة على المسلمين وملالى ايران واحلف بالله صنعتم (اسرائيل),1
arb_7a83debb018b7b8463ccd32782e8f7f0,"لعن الله مصر التي قال الله فيها سأوريكم دار الفاسقين  بلد الأكفر (قديما الأزهر الشريف)
 مصر + الجيش  = عجل بني اسرائيل.",1
arb_126ce1f2d1988e604d70eca665aa780b,"لانهم يدعمون كل ملحد 
وكل ملحد وعلماني من الكورد هو ليس الا دابة للغرب واليهود",1
arb_2246f45a587124784c0f9db3e7d15e07,اى مقاومة يا قتلة يا كفرةيا فجرة يا صعاليك ياعملاءياصهيونيون و(اسرائيل)سلطهاالله علينا ولاننا لا فرق بينا و اليهوذ,1
arb_a03295c5c3bab7f7b574ec2826449bf3,"يولد اليمني على الفطره.فالسياسيون يأمركانه من قله العقل,او يسعودانه من كثر الزلط.",1
arb_bf5b937a9c3cc9c55f0fbcbc0ef0f941,مادام المسلمون يجتمعون يوم عيدهم (الجمعة) فلا يرجى نتيجة لصالح الأمة!! اللهم صل وسلم على سيدنا محمد,1
arb_b7b62bb2dd638539bbc306b87b0797a0,غريب ...اقوى قناة اعلامية في الوطن العربي تسال الجمهور شو لازم نعمل .....هههههه..قسما بالله مصيبتنا لم يخلق الله مثلها ابدا,1
arb_2e8825acbe4db97d1deb13f5b1bcaac3,ما اطن ان احدا في نفق مظلم الا امثال هذا الكاتب,1
arb_0981766e089873d1ad7572dd63b5f1f0,اقرئ نتائج الشعب التركى وليس كمثلنا نتائج المستعمرين وحكامهم منصبين من المستعمرين ولا يستوى السيد بالعبد ابدا,1
arb_77820d83f59dcfba6e5e841d4261d0a7,٤٧ شخص ألقي القبض عليهم !! هذا يعني نصف البحرين مقبوض عليهم !!,1
arb_963bfa6ab9c273086d07f9e65e48d159,لابد من قطع رأس الأفعى الفرس المجوس وفتح بلاد فارس مرة أخرى وإعادتها للحضن الأسلامي,1
arb_dc9df55d8b712ec578fe2847b27dbc3a,ويجب تقديمه للمحاكم والاقتصاص منه ووجب طرد وابادة كل تنظيمات ايران الصهيونية بالوطن العربى وحق وشرع و خدمة لشعوبنا العربية وللانسانية ايضا,1
arb_158bb18fb3494737e9f219c93a1c9869,"سوريا ليست عربيا و اذا عربت خربت!, يجب على الجرب عودة الى الجزيرة الخرب الجرب!",1
arb_ab91a46a1b876d187cd9ca016dd60909,هل لا يوجد من يدخل على ذلك الصهيونى بدمشق ويردمه والصهاينة متحصنيين بداخلها؟؟,1
arb_d1730c389f7f6ab8d7d9d5214e023cf1,العبيد والسود منبوذين حتى في امريكا تستقبلهم الجزيره ههههههههه كويحه حقكم هذا وش يقول؟ العبد فحل خدوج وفيروز,1
arb_2afec84a4a3bf880b405fa06ec673d88,اين هم ظحايا مدنيين الذين سقطوا بسبب قصف التحالف على اليمن؟؟؟؟ يا للنفاق في صحافة اليوم !!! الجزيرة القطرية = س ن ن الصهيونية,1
arb_bc895146f6781cbb9bd2598f2b4bb931,"يجب على الذين يدعون نفسهم أنهم ""عرب"" أن يقرأو تاريخ العرب الحقيقيون ، فنحن عرب مع مزيج صهيوني يهودي ...",1
arb_a6c84a5f7b76aee74263d4564f6b2983,المطلوب هو استقبال وتعويض المهاجرين الفلسطينيين بحياة كريمة لأن سلامة المسلمين وحرية العبادة أهم من العراك السخيف على قطعة أرض ميته.,1
arb_aaef390202b38eeffd7dd28214c5b436,مع الاسف هذا يحدث لعاصمه الرشيد بعد ان كان يحكمها اشراف القوم والان يحكمها اراذلهم.,1
arb_aa526ac466f5ae07bacd52022e305d10,يا للخجل ٢٠ سنة و ما بتعرف مدن الدولة الي عايش فيها. بالله عليك لا تحكي من وين اصلك مش ناقصين فضايح,1
arb_6ba6dba761c9c0e2b71985a3cfdf77b3,على أساس ماذا هذا التقييم! يعني طهران في المركز العاشر فقط لأنها شيعيه مثلاً! هههه أنا سني على فكره قبل ما تكلوني حي..,1
arb_0cc7b0e629c9b3f4184a5c6701f82a3d,المعمعة و فيها سيوف ملمعة. و صوت السلاح ملعلعة.  ما في مواقف مايعة . إنت معانا أو معه.,1
arb_518cdbd73708065b3c13ce774109b5d3,بعد أنباء عن وفاة 82 شخصًا بسببها.. ما حقيقة علاقة أدوية إنقاص الوزن بالوفيات؟ #العلم #افهمها_صح,0
arb_aa520e3b8753bf58d5a8b6398de3b5e7,إنقاذ شخص حاول الانتحار من جسر في بغداد,0
arb_10c02cd15c0c25c29b02a2238b793ca0,لماذا أجلت رابطة #الدوري_السعودي للمحترفين مباراة #النصر ولم تعتبره منسحبًا؟ #العلم #لماذا #النصر_الوحدة,0
arb_a9b165fe42f3d9a20fd04b452e29c293,كنيسة ماركوركيس في الحبانية.. شاهد على تاريخ التعايش والتسامح (صور),0
arb_03a1ad1ed52956a7461f6eeeb5297ae5,في أربيل.. ضبط كميات كبيرة من الزيت غير الصحي,0
arb_c66118172dbe2f007d99f034f5f5bf0a,شهر #رمضان فرصة مثالية لإنقاص الوزن.. كيف؟. شاهد الحلقة كاملة من برنامج #بيوتيك مع الدكتورة فرح الخياط على #السومرية,0
arb_928bc5f2d05a300f8cc85ed87176f998,بينها يخص الحشد والطاقة النووية.. السومرية تنشر قرارات مجلس الوزراء #السومرية,0
arb_b1586d4f32a00793d2a268ca7b09923c,بلغ اليوم 23 عاما.. هل حدّد أكليوش خياره الدولي؟,0
arb_dad3183449c299bd8cf425649f7d5a9f,صادي يكشف عن مشروعه المُثير في العهدة الثانية,0
arb_56cea18e330ea93c67d77fd5b2fc9c33,هكذا دفعت الاتحادية الجزائرية المهاجم كمال قاسي السعيد لرفض عرض بارين ميونيخ الألماني وقبول عرض الزمالك المصري,0
arb_7be64e81beface1ac0e7b901904e1b5d,#الجزائرالآن ...تونس ترفض ما جاء في بيان المفوض السامي لحقوق الإنسان,0
arb_1cfa43e8fffbc1b068e45045f043399d,سولكينغ يطلق أغنية تضامنية مع غزة بعنوان #8220;كل #يوم8221;,0
arb_7c10c7e2196ecefd770c81f93f10d28b,#سوناطراك توقع عقداً جديداً للمحروقات مع شركة سينوبك الصينية,0
arb_b3310b9d13a0e6c860b876fc8186569d,مصمم روسيا يبتكر أول صاروخ في العالم يحدد هدفه,0
arb_d6eddb24b4cfd6db232ebf037184dd37,4 مؤشرات لاستعادة الدفء.. هل عادت العلاقات الجزائرية الإسبانية إلى طبيعتها؟,0
arb_8bfca3b9d8c78c659fe0d957ba0cf5a2,وزارة التربية تعدّل توقيت الدراسة في رمضان 2025 لتخفيف الضغط على التلاميذ والأساتذة,0
arb_de05e94b4b752ca48205bec45310eee4,الجزائر ترفع الحظر عن استثمار ريبسول بقيمة 731 مليون يورو بعد انتهاء الأزمة التجارية مع إسبانيا,0
arb_b1dc7a960ba022686254e91de2e4a715,رسالة خاصة من إنفانتينو إلى وليد صادي.. ماذا جاء فيها؟,0
arb_b7a8c1f8ff2441ed2dd4081caff91c1b,انطلاق عملية بيع قسيمة السيارات 2025: التفاصيل الكاملة والمركبات المعفاة,0
arb_23175658b5460bdc02943995d0db3087,"#بوتين يرد.. #ترامب: #""روسيا ستقبل بقوات حفظ سلام أوروبية في #أوكرانيا""",0
arb_94cbc44a3b18c60f45304f545a4dba88,توقيت العمل في المؤسسات التعليمية خلال شهر رمضان,0
arb_c8264279d64dff732dcfdbb935a198fb,اكتشاف جزائري قد يكشف أسرار الحياة على المريخ,0
arb_e5892a73193410cf0a1dc91ceb538be2,تفكيك شبكة إجرامية متورطة في الاعتداء والاحتجاز بعلي منجلي,0
arb_e076a0c793bb49c30b2f208c94757a07,هذا موعد ترقب هلال شهر رمضان في الجزائر,0
arb_e4ad0d7cf2dc92e80cd536b69575524f,قائد نقطة يهرب سجين متهم بقضية قتل من سجن لحج المركزي _العدنية,0
arb_54eebbe94fc7d91f732da00ddde3e2bd,الرئيس الزُبيدي: نتطلع لدور أوروبي أكبر في دعم المشاريع التنموية في بلادنا,0
arb_11445b766493ef0e3c4b61797ba47b94,عدن .. شرطة كريتر تطيح بلص المركبات بعد سلسلة سرقات متكررة,0
arb_2cb8bea85f265fb835cd46c320ee849a,ثلاث وفيات بحادث سير مروع في #بابل! #السومرية,0
arb_99dba1031b4ff8305c0da576526d0b39,النتائج النهائية للتعداد السكاني في #العراق و #إقليم_كردستان #السومرية #العراق,0
arb_95977acdcdf433e043c6bee3aff5a7e0,نتنياهو يتحدث عن خطة ترامب في غزة: يجب أن تطبق #السومرية,0
arb_af31ad908ff7c38ad04b108c23902143,البيان الختامي لمؤتمر الحوار السوري يدين التوغل الإس*رائيلي #السومرية,0
arb_bdaa82f93df6bad137fe1876396dd649,"من أسوأ المراحل التي عاشها اللاعب حسين فلاح في حياته... ""إنفصال والدَيه""! شاهد الحلقة كاملة من برنامج #سيلبريتي مع ايهاب عطية على #السومرية",0
arb_9a03749a4a92492249c4665c2038f6fa,في اللحظات الاخيرة.. شرطة الرصافة تنقذ شخصا حاول رمي نفسه من جسر السنك في #بغداد! #السومرية,0
arb_7d7adc5c3bc14a0d4f89c8806a204791,ثلاث وفيات بحادث سير مروع في البصرة #السومرية,0
arb_f9c2e633d6abe4eab357d514e94ff0a5,كم عدد ضحايا الشركات الوهمية؟ وكيف يقنعون المواطنين؟ وأين تذهب الأموال؟. مفاجأة بالأرقام في تحقيقات برنامج #خط_احمر مع أحمد عباس على #السومرية,0
arb_10f9a6fb8faf11b6ace150821009d5f9,بعض القصص تبدأ بعد النهاية.. مشاهير عاشوا حياة بائسة ولم يروا ثمرة نجاحهم، لكن ثرواتهم تعاظمت بعد رحيلهم #العلم #شخصيات,0
arb_494511f53503acb53b07a0efa2e7e1f6,ثلاث وفيات بحادث سير مروع في بابل #السومرية,0
arb_d708a3b9b5533db271e6cb6cdd1f5f2c,السوداني يرعى توقيع اتفاق تأهيل وتطوير حقول كركوك الأربعة.. نائب: وزارة المالية طلبت من حكومة الإقليم تزويدها بالإيرادات الداخلية,0
arb_7200bfb60aabde084b262595cca05ea0,معاون محافظ كركوك يقدم استقالته من منصبه,0
arb_f6bb07c88a987af06337334125f6e4a6,موظف ينقذ طفلا سقط بشط المشخاب في #النجف! #السومرية,0
arb_8b25217ce90a2dd2d6ec7106073a6588,اعتقال عنصر في quot;داعشquot; شمال الموصل,0
arb_325db7cdb9188661b5911a2a362866be,#الموصل تستقبل شهر #رمضان بمجسمات مضيئة #السومرية,0
arb_1cd834bf82b2f680f5990e1aa6892faa,"تلتفت الأعين وتُنصت الآذان؛ لشدة الاهتمام به، ولكثرة انتشاره... ""الرهاب الاجتماعي"" في حلقة ثانية من #بودكاست_الغبوق. يُثري مسمعك ويُلهم سريرتك. | شاهد الآن: #العلم",0
arb_ee6919e8ad79aae285060c7af948f217,الاتحاد يعلن سقوط بيرغوين في منزله وغيابه بداعي الإصابة,0
arb_fe2e7b328eb6d700688eb4f62070828e,فليك بعد التعادل الدرامي مع أتلتيكو مدريد: سأتحدث مع لاعبي برشلونة في أمر واحد,0
arb_eb20ccbf70bfff99c29b47f7d311ba99,فالفيردي يواصل غيابه عن ريال مدريد أمام سوسيداد,0
arb_4e3be6647ab0e7f7847540f7844dfc70,على جثتي.. أرتيتا يرفض الاستسلام في منافسة ليفربول على لقب الدوري الإنجليزي,0
arb_34aada3a2361dcace98a559147a1541c,نجوم الوسط الفني يدعمون #عمرو_مصطفى بعد إعلان استئصاله أورامًا سرطانية، فما تفاصيل حالته الصحية؟ وما الذي نعرفه عنه؟ #العلم #شخصيات,0
arb_55aeb5c1e1e524e738cac94583792f86,ليست منقولة على بي إن سبورتس.. الموعد والقنوات الناقلة لمباراة برشلونة وأتلتيكو,0
arb_ecc61eb67edfe8cbec485bfa4af09710,محترف مصري من فيفا.. محمد ثابت يدعم الأهلي قبل كأس العالم للأندية.,0
arb_dd6760089efed9734cefeb9bef32cfa5,سي ان ان بالعربية - رياضة,0
arb_3b315737d4b75ea007d31aeb45a99e63,#شؤون_عُمانية| حالة الطقس اليوم: غائم إلى غائم جزئيا على المحافظات الشمالية مع فرص أمطار متفرقة على محافظة مسندم وتدفق السحب العالية على بقية المحافظات وانخفاض نسبي في درجات الحرارة. #صباح_الخير #طقس_عُمان,0
arb_80b160163721505a85f6ba07d705d16f,الكويت تسجل أبرد أيام فبراير منذ 60 عاماً,0
arb_65e9f7d250df0239028f79c647309469,أستراليا: توقيف ممرضة بعد تهديدها بقتل مرضى إسرائيليين في مقطع فيديو مثير للجدل,0
arb_3fe26f131350ee9a7ed2ea8c2f622338,"تنافس 49 مبتكرا ب""هاكاثون حداثة للأمن السيبراني""",0
arb_459deb05e13a95f3d4a62e00f25fd26e,#أثير| إيداع المكرمة السامية للمسجلين سابقًا تحت مظلة الضمان الاجتماعي,0
arb_37841d9647f9cc4ad5307492857f01d4,بهدفي هاشم صالح وحسن ربيع. منتخبنا الوطني لقدامى اللاعببن يتجاوز البحرين ويضرب موعدا مع النهائي. #كأس_الخليج_لقدامى_اللاعبين,0
arb_8c914f2337b1cdc88337a23e25145a58,اتفاقية لإنشاء مجمع صناعي صيني في السلطنة,0
arb_515dd6dbf59439e3a160c871e0f668dc,على أنغام الأوركسترا السيمفونية السُّلطانية العُمانية.. وزارة الإعلام تفتتح مسرحها الجديد,0
arb_1f20c29e273ca49c5c6876a04556e614,#وهج_الخليج | هل ودع #سالم_الوهيبي رئاسة الاتحاد العماني ؟,0
arb_f7ff8255ddbfa94a3639ab20b984f47d,النهوض الريفي الشامل.. رؤية الصين لعام 2025 وما بعده,0
arb_e23d97cca6b1fd900fc0e7e9ed89ca4f,افتتاح معسكري رملة السحمة وأم السميم للواء حرس الحدود,0
arb_6e4d3f6a815f6a1368bd6cbcfd29150f,#أثير|أعلنت وزارة التربية والتعليم أسماء 25 معلمًا ومعلمة فازوا بجائزة الإجادة التربوية في دورتها الثانية,0
arb_0c428abe83c4bd0793772813ae056f2e,إيداع المكرمة السامية للفئات المستحقة المسجلة تحت مظلة الضمان الاجتماعي بمناسبة شهر رمضان,0
arb_5e7692aef78f6d835224afcb68bd98ef,"200 مليون ريال استثمارات لإنشاء مجمع صناعي صيني متكامل في ""خزائن الاقتصادية""",0
arb_d04796c083f3f7c0409bbcc404a89b92,إعلان أسماء الفائزين بجائزة الإجادة التربوية للمعلم العُماني,0
arb_92daa5653af7367fd058aeb9d1b7a4c8,كيف تحول حديقة منزلك إلى واحة صغيرة؟,0
arb_a5f7bdb6dad3ad7a077b65345ca3efd4,دلالات تشير إلى أن العام 2025 قد يكون علامة فارقة في #التاريخ #العلم #لماذا,0
arb_9c56ddb57173e4a9617ecdcb9b928fc6,#إنتر_ميلان في مهمة صعبة للوصول إلى نصف نهائي كأس إيطاليا للموسم الحالي عندما يصطدم بنظيره لاتسيو مساء اليوم الثلاثاء. #العلم #ماذا_بعد,0
arb_a1db7d46e281da4600cf7c60ed18f77a,الأمريكيون منقسمون بشأن أداء ترامب في القضايا الرئيسية وهذا هو موقفهم من مقترح السيطرة على غزة. #بالأرقام #العلم,0
arb_007e1714c721f9403c57f3d807dfd388,عقدت #روسيا #والولايات_المتحدة أول محادثات وجهًا لوجه في #المملكة بشأن إنهاء حرب #أوكرانيا فهل تتنازل عن مئات المليارات من الدولارات كجزء من التسوية؟ #العلم #ماذا_بعد,0
arb_a973955c41eb4a3eb28ea588620dc24c,الكشف عن جنسية مهاجمي القنصلية الروسية في مارسيليا,0
arb_f6db58ddcb575c44c9faacfa795621bd,عامل بلدي يعثر على حقيبة أموال بحاوية فضلات ويعيدها لصاحبها,0
arb_3e8307cad629f762d3ff4bac94b9d932,عاجل/ الصين تؤكّد استعدادها لتنفيذ مشاريع كبرى في تونس,0
arb_26cf1d1acc72855c278079e9908fcf45,أكبر الشركات في #الولايات_المتحدة و #الصين والاتحاد الأوروبي من حيث القيمة السوقية #العلم #بالأرقام,0
arb_d040805d4df9f8a67d6cb870bf1f9712,"#وزارة_الموارد_البشرية والتنمية الاجتماعية تقرر تقديم موعد صرف معاش الضمان الاجتماعي للدفعة ""39"" #العلم #لماذا",0
arb_09c25806d708101cbf12ca63651b1732,الموجة الباردة تقترب من نهايتها... وتلك المدينة سجلت أقل درجة حرارة في المملكة هذا العام #العلم #ماذا_بعد,0
arb_a029f7789c91b54d49a3df3910997dba,#الهلال يقتنص نجم #الأهلي الصاعد في صفقة انتقال حر.. معلومات وأرقام عن #عبدالكريم_دارسي لاعب الزعيم الجديد. #العلم #شخصيات,0
arb_064f8d0d2c08597c3ee8f2ab2eeae541,اتفاقيات في #مجال_النقل_الجوي والاستثمار المباشر وترقيات.. #مجلس_الوزراء يتخذ 10 قرارات جديدة في اجتماع اليوم. #العلم #ماذا_بعد,0
arb_af9833e13f95c2f0d52be64657eb5e95,حدد « #ساما » مواعيد عمل البنوك في #رمضان، لتبدأ من 10 صباحًا إلى 4 مساءً، ومراكز التحويل من 9:30 صباحًا إلى 5:30 مساءً. . #العلم #ماذا_بعد,0
arb_035c64c6328d6d571cf26231d1986269,تحيات جلالة السُّلطان المُعظّم /حفظه الله ورعاه/ إلى فخامة رئيس جمهورية #كازاخستان نقلها معالي السّيد وزير الخارجية خلال استقبال فخامته له بالقصر الرئاسي بالعاصمة #أستانا. #العُمانية,0
arb_5d0afd8c95952d249b0ef477c9827aef,عمل مشتق من لعبة فيديو مشهورة والمزيد من التشويق والغموض ضمن أفضل مسلسلات وأفلام #نتفليكس المقرر عرضها في مارس 2025. #العلم #ماذا_بعد,0
arb_070e1d2c3efec3ee22636d7d1853c4b2,قمة نصف نهائي #كأس_ملك_إسبانيا.. #برشلونة يستضيف #أتلتيكو_مدريد اليوم في مباراة تبثّ عبر قناة واحدة فقط في المنطقة العربية. | #العلم #ماذا_بعد,0
arb_2c216416794c7ce8bb38d45f1b44ddbb,#محمد_صلاح يحقق إنجازًا لم يسبقه إليه أحد في تاريخ #الدوري_الإنجليزي بعد هدفه في فوز #ليفربول على #مانشستر_سيتي اليوم. #العلم #بالأرقام,0
arb_a9e026768f285cb379367f3fc2087756,مفاجأة عسكرية في القطاع بعد 15 شهرا من الحرب,0
arb_09057e1190e5fc8c22993e6a8af1b186,"بعد تسوية ""مالية"".. غوارديولا وزوجته يبدآن إجراءات الطلاق",0
arb_bdc7edb3e88d8ce9f5db67317fa0c2df,على خطى الأندلسيين.. 3 إسبان في طريقهم إلى الحج على ظهور الخيل,0
arb_c5234efcc6d75359909891a8fbb6ea15,صدور قرار يضبط قائمة التلاقيح الإجبارية,0
arb_29446b6bb28ff99d64a152d66104b5cb,بالاعتماد على البصمات: القبض على شابين وفتاة بعد سرقة مصوغ وأموال,0
arb_285182fb3b98c0fc10eeac18881ff293,بنزيما يكشف سبب رحيله عن ريال مدريد,0
arb_b9134752588a72d9cac2f2f61e27d85f,عدسة «الشرق الأوسط» ترصد لحظات وصول حافلة #النصر إلى ملعب المباراة متأخراً عن موعد انطلاق مباراة #الوحدة_النصر,0
arb_7ea4b37fa1b6cbebde92525537e80c92,قصة مريبة.. وفاة مهاجم نيجيريا بعدما أعد الشاي لصديقته,0
arb_4a56919b1d6c7a0b62e0386ad2256ef7,ألفاريز: برشلونة أحد أفضل الفرق في أوروبا.. والمباراة كانت متكافئة,0
arb_aedf999e287fd461234e2069f366c907,نجيب حشانة : ترامب يعيد رسم الخارطة العالمية,0
arb_4d8307b9d63a42f3f329263da78f26bd,قفصة: انتشال جثتين من بئر بمنطقة عبد الصادق في معتمدية زانوش,0
arb_1746d493638cba30c13f47b82e1e5c41,قفصة: انتشال جثتي رجل وامرأة من بئر,0
arb_a333375224835759582e7eb80c6a6f29,وزير الخارجية يتلقى اتصالا هاتفيا من نائبة رئيسة المفوضية الأوروبية,0
arb_231d29d56e4d023df2447786fa89dc1b,كرة اليد: نتائج مقابلات الجولة العاشرة إياب,0
arb_80061adb13f094e9b2760c6f810454d4,إنهاء مهام لمياء بوجناح الزريبي رئيسة المجلس الوطني للإحصاء,0
arb_a238ec4d2e9db161a8a3b5613549927c,معهد الرصد الجوي يقدم تقريرا فلكيا إلى مفتي الجمهورية حول هلال شهر رمضان,0
arb_b1bd1e8ecbe0c85108a7468779647d5b,سوسة: تحويز عقارات منتزعة لفائدة شركة ميناء النفيضة,0
arb_1ba3885bf1c5c0877c14bdc26410de89,عاجل/ أمر رئاسي بإنهاء مهام هذه المسؤولة,0
arb_ea8f15b7a20651c810c1df1057ab0169,الجامعة التونسية لكرة القدم تقرر إيقاف رئيس الرابطة الجهوية بالمنستير عن النشاط,0
arb_021a084a0ce5b9123a0258ff40cb4a92,وزير الخارجية يتلقى اتصالا هاتفيا من الممثّلة السّامية للاتّحاد الأوروبي للشّؤون الخارجية والسّياسة الأمنية,0
arb_defef786594b13b920edcc353cc999bb,بعد إنتظار طويل.. الإعلان عن بدء صرف تسويات 16 ألف موظف مدني _العدنية,0
arb_3af8b88d2ef58dccd1f5202356c5d354,الإمارات واليابان تعززان التعاون في صناعات الفضاء,0
arb_a9a9d7dd36716c5c4cff9e347429bae5,تصريحات أبو مرزوق تثير الجدل بشأن وجود انقسامات داخل حماس,0
arb_2e793e56914e895d61e4fa295b3584e5,قفزة لسهم نتفليكس بـ 14% بعد إعلان أرقام قياسية للمشتركين,0
arb_6585365e612d70992c03b95aeeabfc0a,الصين تدعو أميركا للاستماع لأصوات العقل بشأن تيك توك,0
arb_31f5bb89d9141dca7e941502ed1d6d07,إيلون ماسك يواجه اتهامات بسبب صفقة تويتر.. ما القصة؟,0
arb_ab57c153b96826000fd844a0b90a9db9,"أرباح ""سوني"" الفصلية تقفز بـ 69% بدعم من ضعف الين",0
arb_97bfbc408203ae6b80b3ebce8149dc27,بلومبرغ: إيلون ماسك يجري مناقشات لشراء تيك توك,0
arb_40b192491eedca73daeb13ac7507948d,تعرف على أروع الابتكارات في معرض CES 2025,0
arb_928da28260e614952def3a2e41d12286,خيبة أمل في توقعات سامسونغ لأرباحها مع استمرار أزمة الرقائق,0
arb_07608e61292eead7cb1d68bd0e593c97,الاحتيال المالي يتفاقم.. هل تستطيع البنوك الصمود بمفردها؟,0
arb_17ff18091b28818b1d6b5ab7af530ba3,ضربة أميركية موجعة لتيك توك.. حظر وشيك يلوح في الأفق,0
arb_9d137ba5372fb7aa1a75f6b593cdddea,إيلون ماسك.. هل يكون الوسيط لإنقاذ تيك توك من الحظر؟,0
arb_34bb75994c5fee05b758b9fc367de514,الشركات البريطانية تتكبد خسائر فادحة من الهجمات الإلكترونية,0
arb_94f6871af9480f4349e06f9fbf351333,"""أوراكل"" تُشيد بريادة الإمارات في مجال الذكاء الاصطناعي",0
arb_471640ad2dead139c6cf66b6b0454885,"هيئة حماية البيانات في دولة أوروبية تستجوب ""ديب سيك""",0
arb_59804357bb8468792136f1628e7fffc8,ديبسيك.. التطبيق الصيني الذي ينافس عمالقة التكنولوجيا,0
arb_910851ee46891a89798050139395ae6d,"البحرية الأميركية تحظر استخدام تطبيق ""ديب سيك"" الصيني",0
arb_ec5d55c4ebc788d49172286c56d08181,"108 مليار دولار تتبخر من ثروات الأغنياء بسبب ""ديبسيك""",0
arb_d15a06748e1981a74c0e41569a2a597c,"ديبسيك الصيني.. ترامب يصفه بـ ""جرس إنذار"" للشركات الأميركية",0
arb_a1c36fa08196b7f246b777c8f929c939,"""SearchGPT"" ينافس ""AI Overviews"" في التصفح الاصطناعي",0
arb_0531966bdd85c3e4fa965d3da3201a8a,رويترز: تيك توك يسرح موظفين ويعيد هيكلة فريق الثقة والأمان,0
arb_3af0ae627e230e6f6b30c0dd754a191d,153 مليار دولار قيمة إنتاج أشباه الموصلات بتايوان في 2024,0
arb_8d2866d78e9c119bcde31d2f295747b0,ة7.8 مليار دولار أرباح سوني في 9 أشهر.. نمو بـ 23%,0
arb_f612c9e83bbfd110e7d4d95f01b33c2b,الإمارات تقرر إعادة تشكيل مجلس الذكاء الاصطناعي,0
