id,text,polarization,dialect_code,dialect_name,translated_text
eng_b57e51fe89bcceadc1612a818fcff3c9,OU community shares opinions on IsraelHamas war,0,apc,North Levantine Arabic,مجتمع OU بيشارك بآرائه عن حرب إسرائيل وحماس
eng_bfe30ec1c4c575eee8a726db42fdd3a4,Outgoing Mayor Mark Beardmore Reflects on Time in Office,0,apc,North Levantine Arabic,العمدة الراحل مارك بيردمور يتأمل في مدة ولايته
eng_8f651cca8729ffb0282eee5670ccdca2,Overkill war crimes whether intended or not,0,apc,North Levantine Arabic,جرائم حرب بالقتل المبالغ فيه سواء كانت مقصودة أو لا
eng_b6d10f9f2d77d3087333b84314f02968,Owner of Village Veterinary Clinic Denied License,0,apc,North Levantine Arabic,صاحب عيادة بيطرية قروية رُفِض طلبو للحصول على ترخيص
eng_708550293a4a9529e5823f063b6bf2c2,"PA voting rights ruling, study latest on undated mail ballots",0,afb,Gulf Arabic,حكم حول حقوق التصويت في بنسلفانيا، ودراسة حديثة عن بطاقات الاقتراع البريدية غير المؤرخة
eng_cc8f85a4a9f6868bc28d3bb9d7e7d2c1,Pa. GOP emails shed new light,0,arz,Egyptian Arabic,رسائل بريد إلكتروني للحزب الجمهوري في بنسلفانيا تكشف معلومات جديدة
eng_e98e55299a596ec8158e2574005f8d0e,Palestinians sue Blinken over continued US military aid to Israel despite rights abuses @URL,0,arz,Egyptian Arabic,فلسطينيون يقاضوا بلينكن بسبب استمرار المساعدة العسكرية الأمريكية لإسرائيل رغم انتهاكات الحقوق @URL
eng_c5adf791567bdf004638c9b594893d3b,Pandemic fatigue translates to CTV are the enemy of the people,0,ayn,Yemeni Arabic,التعب من الجائحة يتحول إلى تلفزيون الكابل بوصفه عدو الشعب
eng_b71a67c08fd3aee925b0d7739594f2ad,Panel of journalists discuss fake news at SPJ,0,ary,Maghrebi Arabic,هيئة من الصحفيين تناقش الأخبار المزيّفة في جمعية نقابة الصحفيين (SPJ)
eng_cc312cc3d9700ebb98fc06fe4adb3a6d,Parish Unveils Plans to Open New West Bank Spray Park,0,apc,North Levantine Arabic,الرعية تكشف عن خطط لافتتاح حديقة رشّ مائية جديدة في الضفة الغربية
eng_ecad7ac89ae9abfbe7d6cd36e0686eb4,Party for Socialism and Liberation holds demonstrations for,0,arz,Egyptian Arabic,حزب الاشتراكية والتحرير ينظم/ينظمّوا مظاهرات من أجل
eng_c319ca6e6cf2c750b9bffa684c1c83a5,Paxson declines to comment on calls for ceasefire in Israel,0,afb,Gulf Arabic,باكسون يرفض التعليق على الدعوات لوقف إطلاق النار في إسرائيل
eng_ae8473a24678f3a4dd8311b2d964d1aa,paying to get verified as The Election Fraud Doer,0,apc,North Levantine Arabic,الدفع للحصول على توثيق كمرتَكب تَزوير انتخابي
eng_f0d5e316b37b7c87bb5e1f55582b9da8,PBPD Officer Retires After 33-Year Career,0,ar,Standard Arabic,ضابط شرطة PBPD يتقاعد بعد مسيرة مهنية دامت 33 عامًا
eng_88ba04ef962af821e56c72739cc5b85a,People Were Willing to Sign a Petition to Hamas Until,0,arz,Egyptian Arabic,الناس كانوا مستعدين يوقعوا عريضة لحماس لحد ما
eng_50cf9c7ca72bfc6feef4731d429a03b4,Perkins recounts time in VietnamMarshfield Mail,0,acm,Iraqi Arabic,بيركينز يحكي عن وقته في فيتنام - مارشفيلد ميل
eng_9fcce36d9fbaec7ecfb7fcb50e0f218f,Peter Brookes cartoon Zelensky not getting weapons promised.,0,acm,Iraqi Arabic,كارتون بيتر بروكس: زيلينسكي ما جايهله الأسلحة الموعودة.
eng_2215d003d9f240da2b0a4d62bd0d30c8,Peter Meijer would second term for Donald TrumpMidland Daily,0,ar,Standard Arabic,بيتر ميجر سيدعم ولاية ثانية لدونالد ترامب — ميدلاند ديلي
eng_682ad7804289bf8d2bf3fc84538f55c7,Pleasant Valley school board recount spurs disputes,0,arz,Egyptian Arabic,عدّ تاني لصناديق مدرسة بلدة بليزانت ڤالي يثير نزاعات
eng_215b358d085efa9a05e2cdcdb82905e2,Please help Afghans refugees in Indonesia,0,arz,Egyptian Arabic,من فضلك ساعد اللاجئين الأفغان في إندونيسيا
eng_ba617ebcf7a55681f356ddd7ba02aa4e,please look For our children in Gaza,0,acm,Iraqi Arabic,ارجوك دوروا على أطفالنا في غزة
eng_b67dd749dec9ea0d206064616837acdf,Please release this as a tv commercial. Maybe on Fox News?,0,ar,Standard Arabic,يرجى إصدار هذا كإعلان تلفزيوني. ربما على فوكس نيوز؟
eng_2120189421b32cafe8b06d5825e9319f,Please stop saying Ultra MAGA. MAGA is sufficient.,0,ar,Standard Arabic,"يرجى التوقف عن قول ""ألترا ماجا"". عبارة ""ماجا"" كافية."
eng_2af84924efce0a99f76c1f1734e49bb5,Please support Ukraine Stop Russian aggression,0,acw,Hejazi Arabic,رجاءً ادعموا أوكرانيا وقفوا العدوان الروسي
eng_5fce99b00aa99cc900f8d392083fcafc,Police Chief Mary Gavin Announces Retirement,0,arz,Egyptian Arabic,رئيسة الشرطة ماري جافين تعلن تقاعدها
eng_23fd15ffa4e4ccbd962e1271b9707df5,Police Community Training Center to Be Operational Next Month,0,acm,Iraqi Arabic,مركز تدريب المجتمع الشرطي راح يصير شغال الشهر الجاي
eng_dc569943086027fdbf85d874f02f6f5a,Police ID Man Killed While Riding Bike,0,arz,Egyptian Arabic,هوية شرطية: راجل اتقتل وهو راكب عجلة
eng_9fc44703b81ac3e1498f0a2838108bdf,Police Investigating Damage at Clarion Rod & Gun Club,0,ar,Standard Arabic,الشرطة تحقق في أضرار في نادي كلاريون للرماية والصيد
eng_960269d8c6191313056ac59587258217,Police: Driver Intentionally Crashed into Home,0,arz,Egyptian Arabic,الشرطة: السواق عمداً خبط عربية في بيت
eng_636d1ef21bbb2e5e27d3feac9d9bcf57,Pontotoc Police Officer Zach Holloway Named 2023 Officer of the Year,0,acm,Iraqi Arabic,ضابط شرطة بونتو توك زاك هولوواي يُسمى ضابط العام 2023
eng_ea6f3d2e5bcf611e1a5c0f2ff105c2ed,Pope Francis Condemns Reported Israeli Sniper Attack,0,ayn,Yemeni Arabic,البابا فرنسيس يدين ما ورد عن هجوم قناص إسرائيلي
eng_8b978e2b74607981a501110c3663f228,Populism of people not able to find low end jobs. Am I right?,0,ars,Najdi Arabic,الشعبوية نتيجة إن الناس ما يلقون شغل بسيط. صح كلامي؟
eng_eaf4d9b886c01afcfc99a689c97c74a0,Posters of Israeli hostages were defaced at Williams,0,apc,North Levantine Arabic,ملصقات الرهائن الإسرائيليين تم تخريبها في ويليامز
eng_abd7a7c716b3ad994836d38b76cbfe5e,Prejudices like... BLM? Free Palestine? Trans Rights? Why are those bad things?,0,acm,Iraqi Arabic,أحكام مسبقة مثل... حركة حياة السود مهمة؟ حرروا فلسطين؟ حقوق المتحولين جنسياً؟ ليش هالأشياء تعتبر سيئة؟
eng_ff1f46ec1474ab68e8991cca2c7ea8c3,President Biden Accused of Complicity in Azerbaijan's Actions,0,arz,Egyptian Arabic,الرئيس بايدن متهم بالتواطؤ في أفعال أذربيجان
eng_7ff285df498b173d3b2bf05406a848c8,President Biden vows to hit Putin harder,0,arz,Egyptian Arabic,الرئيس بايدن يتعهد بضرب بوتين أقوى
eng_fa72ef2085d02cc76571c31ff4422528,"President Joe Biden announced a major opinion Friday that the Equal Rights Amendment is ratified, enshrining its protections into the Constitution, a lastminute move that some believe could pave the way to bolstering reproductive and LGBTQ rights. ERA EqualRightsAmendment",0,ayn,Yemeni Arabic,أعلن الرئيس جو بايدن يوم الجمعة عن قرار مهم بأن تعديل المساواة في الحقوق تم التصديق عليه، مما يضمن حمايته داخل الدستور، وهي خطوة في اللحظات الأخيرة يعتقد بعض الناس أنها قد تُمهد الطريق لتعزيز حقوق الإنجاب والمثليين والمتحولين. تعديل المساواة في الحقوق (ERA)
eng_ad25f46e1a174599ee8088040ec6df89,President Joe Biden back in Rehoboth Beach,0,ar,Standard Arabic,الرئيس جو بايدن مجدداً في شاطئ ريهوث
eng_5b24f0636df816853d54bafbfc9ca4aa,President Joe Biden departs LA aboard Air Force One,0,ar,Standard Arabic,الرئيس جو بايدن يغادر لوس أنجلوس على متن إير فورس ون
eng_cd9b5dce76067273207ae08bc4f01b8a,President Joe Biden fundraiser in Greenwich draws,0,arz,Egyptian Arabic,حفل جمع تبرعات للرئيس جو بايدن في غرينيتش جذب الحضور
eng_0982e4557a742d3d69f2ff34338a1f72,President Joe Biden goes on bike ride and draws crowd,0,ar,Standard Arabic,الرئيس جو بايدن يذهب في جولة بالدراجة ويجذب حشودًا
eng_e295be73c5217b306e2b02591092071b,President Joe Biden has signed the social security fairness act.,0,arz,Egyptian Arabic,الرئيس جو بايدن وقع قانون عدالة الضمان الاجتماعي.
eng_9c11db332927066bc3c04eeeaa56b134,President Joe Biden plans to travel to New Mexico next,0,afb,Gulf Arabic,الرئيس جو بايدن يخطط يسافر إلى نيو مكسيكو قريبًا
eng_a5ec7203068b3af440ec461b4aa9bfdd,President Joe Biden to honor Warriors as 2022 NBA,0,apc,North Levantine Arabic,الرئيس جو بايدن يكرم فريق ووريورز كبطل الـ NBA لعام 2022
eng_4e44dab6a062564ad6bd36396e9f28f8,President Joe Biden to visit Valencia County tomorrowValencia County News Bulletin,0,ayn,Yemeni Arabic,"الرئيس جو بايدن سيزور مقاطعة فالنسيا غدًا
نشرة أخبار مقاطعة فالنسيا"
eng_10ee98a57cdb54c6004a1127eb86febe,President Joe Biden visiting Connecticut next,0,acw,Hejazi Arabic,الرئيس جو بايدن بيزور كونيتيكت الجاية
eng_d7e517a100ad19db970f3b1f51d88a4c,President Kamala Harris Stepdaughter Ella Emhoff,0,apc,North Levantine Arabic,إلا إمهوف، بنت زوجة الرئيسة كمالا هاريس
eng_37f9d2f71cd22775d3c5d38c91f37fd1,Prioritizing Civilian Protection Amid Syrias Critical Transition Refugees,0,arz,Egyptian Arabic,إعطاء أولوية لحماية المدنيين في ظل الانتقال الحاسم لسوريا واللاجئين
eng_099e62ac13677bed64779680f579ef24,"Probably Alex Jones InfoWars, Epoch Times, Breitbart, Fox, OAN.",0,apc,North Levantine Arabic,ممكن تكون أليكس جونز إنفووارز، إيبوق تايمز، برايتبارت، فوكس، OAN.
eng_b45b9097b73aa97277b760bf9b0129b1,Probably xenophobia was the bestsuited word.,0,afb,Gulf Arabic,يمكن تكون كلمة كراهية الأجانب هي الأنسب.
eng_4f925ed9cc4dd466aa8aa729ac404365,"Propaganda! PropPropaganda! I have a feeling Im not alone. Propaganda, PropPropaganda! Dont believe anything you see, or hear.",0,arz,Egyptian Arabic,دعاية! بروبدجاندا! حاسس إني مش لوحدي. دعاية، بروبدجاندا! ماتصدقش أي حاجة تشوفها أو تسمعها.
eng_33646cec59a97a435e493f85664269d3,Protest calling for ceasefire in Gaza shuts down Harrisburg,0,afb,Gulf Arabic,تظاهرة تطالب بوقف إطلاق النار في غزة تغلق هاريسبرغ
eng_ef36fff3cb1c092a1a61e401d53f789a,Protesters call for a ceasefire in Palestine,0,apc,North Levantine Arabic,المتظاهرين بيطلبوا وقف إطلاق النار بفلسطين
eng_a2462099fdf64cf5139fee65e4f1571b,Public school kids in blue states are still in masks,0,afb,Gulf Arabic,أولاد المدارس الحكومية في الولايات الزرقاء للحين لابسين كمامات
eng_a7578db15f5c94c09993bfc1c5ad8a68,Putin Says No Problems with Pashinyan But Assigns Blame,0,apc,North Levantine Arabic,بوتين بيقول ما في مشاكل مع باشينيان بس عم يحملو المسؤولية
eng_f2571b5b58cb66d8854795fdda9ba00e,Putin Says No Problems with Pashinyan But Blames,0,arz,Egyptian Arabic,بوتين بيقول مفيش مشاكل مع باشينيان لكن بيلومه
eng_e6d28f33b263e531cb63ef8bc2db6f3e,Putin says there will be no peace in Ukraine until Russias,0,ary,Maghrebi Arabic,بوتين يقول ما غاديش يكون السلام فـ أوكرانيا حتى ترجع روسيا كاملتها
eng_b77a307325961d33c125b846c7a1d8ad,"Putin, Desperate To Reverse Russias Demographic",0,acw,Hejazi Arabic,بوتين، يائس يحاول يعكس تراجع سكان روسيا
eng_688b35a18616449ecaccf40e26b4c578,"Rachel, do you think that 100 days on MSNBC, 5 nights a week will be enough?!",0,arz,Egyptian Arabic,راشيل، بتفتكري ١٠٠ يوم على MSNBC، خمس ليال في الأسبوع، هتبقى كفاية؟
eng_719a45bb3aff7ece2df48316c27abb81,Rally at Nebraska Union in response to IsraelHamas warThe Daily Nebraskan,0,ayn,Yemeni Arabic,"تجمع في اتحاد نبراسكا ردًا على حرب إسرائيل وحماس
ذا ديلي نبراسكن"
eng_d5e31318b5d504ac616adaa2dd658eb0,Randall prevails as Democrats bolster Board of Loudoun Times,0,apc,North Levantine Arabic,راندال بيتغلب بينما الديمقراطيين بقوّو مجلس تايمز لوودُن
eng_072a6a0a8352a02a48798dc10fe34836,Read the casino bill NC Republicans are,0,ayn,Yemeni Arabic,اقرأ مشروع قانون الكازينو الجمهوريين في نورث كارولينا
eng_eca364225788ca8a05b041569bd5adda,Real democracy doesnt have an electoral college.,0,acw,Hejazi Arabic,الديمقراطية الحقيقية ما فيها هيئة ناخبين انتخابية.
eng_c7373f079e51a14615cc95f52c9c4678,Recognizing fake news now a required subject,0,apc,North Levantine Arabic,التعرّف على الأخبار المزوّرة صار مادة إلزامية هلق
eng_b731aefd3fd3dbec437a9789f9bc2534,Redistricting special session likely to boost Democrats,0,ar,Standard Arabic,من المرجح أن تؤدي جلسة استثنائية لإعادة تقسيم الدوائر إلى تعزيز موقف الديمقراطيين
eng_56aaf4b25fbcd0a020c4b4b2f05260d9,Registry with border security simple and comprehensive,0,arz,Egyptian Arabic,سجل مع أمن حدود بسيط وشامل
eng_213603c585622c3815c679a6772cba38,Religionandpolitics folks are wrestling with what Christian nationalism actually entails. Heres my attempt to wade into that debate. religioninpublic.blog20250212i...,0,apd,Sudanese Arabic,"ناس في ""الدين والسياسة"" قاعدين يتصارعوا مع معنى القومية المسيحية بالضبط. دي محاولتي للدخول في النقاش دا. religioninpublic.blog20250212i..."
eng_68fcf14348985a3646251401a4484926,Remember when TFG was impeached for withholding military aid to Ukraine? We remember.,0,afb,Gulf Arabic,تتذكر يوم ما حُكم على TFG بالعزل لأنه حبَس المساعدات العسكرية لأوكرانيا؟ إحنا نتذكّر.
eng_195962d7ee3d5a57d2cee6df2d726150,Reminds me of all the vetos on Israel operating an apartheid state.,0,arz,Egyptian Arabic,ده يفتكرني بكل الفيتوات على إن إسرائيل بتدير دولة فصل عنصري.
eng_bae057998b84b28dbb6bf81f84c4eaa4,Reminds me of McConnell and the 2nd impeachment.,0,arz,Egyptian Arabic,بيفكرّني بماكونيل وحركة العزل التانية.
eng_c031dc820e95075fc339a554534cd815,"Renewed Gaza rockets, IDF strikes amid ongoing ceasefire",0,ars,Najdi Arabic,صواريخ من غزة تجددت، والجيش الإسرائيلي يشن ضربات وسط وقف إطلاق نار مستمر
eng_b4f42dff33096a9c274603f72465bb46,Republican group knocks Donald Trump after his Georgia,0,ary,Maghrebi Arabic,مجموعة جمهورية تنتقد دونالد ترامب بعد قضيته في جورجيا
eng_491bc41fc851528468b3afc9a4265d48,Republicans apparently agree Trump should be,0,apd,Sudanese Arabic,الجمهوريين واضح إنهم متفقين إن ترامب لازم يكون
eng_3710f76f4c83f64e74f8cdd8044a6f75,Republicans Authorize Joe Biden Impeachment Inquiry,0,arz,Egyptian Arabic,الجمهوريين يوافقوا على بدء تحقيق لعزل جو بايدن
eng_0d0aaa3abb30127f78253f582067344c,Republicans authorize Joe Biden impeachment inquiry,0,arz,Egyptian Arabic,الجمهوريين يأذنوا بفتح تحقيق عزل ضد جو بايدن
eng_dce59282e791df3290dbc117388ecaf3,Republicans celebrate night of big winsThe Long Island Advance,0,ar,Standard Arabic,"الجمهوريون يحتفلون بليلة من الانتصارات الكبرى
ذا لونغ آيلاند أدفانس"
eng_14adcaa8f50be61970cbc088894f48af,Republicans Double Down On The Misuse,0,ary,Maghrebi Arabic,الجمهوريين يصرّون على سوء الاستخدام
eng_3382f7ebb16272025881f1353377e65b,Republicans gain super majority in Louisiana Legislature,0,ar,Standard Arabic,حزب الجمهوريين يحقق أغلبية فائقة في مجلس نواب ولاية لويزيانا
eng_2fa6858e0eb008a4093891df11cfc946,Republicans get out and vote for the Republicans,0,afb,Gulf Arabic,الها الحزب الجمهوري اطلعو وصوّتو للجمهوريين
eng_34a86d67113c2afe6480c5eba19d382a,Republicans husband goes viral after refusing to shake Kamala Harris hand,0,arz,Egyptian Arabic,زوج جمهوري بقى ترند بعد ما رفض يصافح كمالا هاريس
eng_ae4304461cb2bd2e42c08ba89252bf15,Republicans kick off President Bidens impeachment,0,afb,Gulf Arabic,الجمهوريين يبدّون خطوات لعزل الرئيس بايدن
eng_7e05b370061f7182e2079178736a250d,Republicans propose splitting Gwinnett between four,0,acm,Iraqi Arabic,الردّيين يقترحون تقسيم غوينت بين أربعة
eng_8b541875916ea7720d441ec64d3a61df,Republicans scrutinizing McCanns voting recordThe Lewiston,0,ars,Najdi Arabic,الجمهوريين يفحصون سجل تصويت عائلة ماكانز — لويستون
eng_264c78dc81277967a2bfe065f6245335,Republicans seize on Mayor Adams dramatic remarks that,0,arz,Egyptian Arabic,الحزب الجمهوري بيستغل تصريحات العمدة آدامز الدرامية اللي...
eng_e374d35e998fff6efdc94f4ef72bb3cd,Republicans seized control of the NC Supreme Court,0,ar,Standard Arabic,استولى الجمهوريون على السيطرة على المحكمة العليا في ولاية كارولاينا الشمالية
eng_7e7a5609b91613f75d9d86a5e30bb2e1,"Republicans walk out of Orange legislative meeting, derail",0,arz,Egyptian Arabic,المحافظين يسيبوا اجتماع المجلس التشريعي في أورانج ويعطلوه
eng_843d17145a0ce9d2f24b5edee13bf07f,Republicans weigh expelling Matt Gaetz after booting,0,ary,Maghrebi Arabic,الجمهوريون يفكرون في طرد مات غيتس بعد طرده
eng_dc8fb865fd1943fc45df5b67f7f526a4,Republicans Were Different ThenAdair County Community Voice,0,ayn,Yemeni Arabic,"كان الجمهوريون مختلفين آنذاك
صوت مجتمع مقاطعة أداير"
eng_a1e2df3e5a1373c0794e00b02f7d31e2,respectfully i am too drunk to continue this i request a ceasefire,0,afb,Gulf Arabic,بكل احترام أنا سكْران مرة وما أقدر أكمل، أطلب وقف إطلاق نار
eng_eb28f9d533ee809136dc035d7205ccbb,Retired Morning Call photographer in Israel recounts start,0,afb,Gulf Arabic,مصور تقاعد من Morning Call في إسرائيل يروي كيف بدأ مسيرته
eng_3e586e671edad81dd6dfc0dd9dddaccd,RFK Jr.s independent run for president draws GOP,0,acm,Iraqi Arabic,ترشيح آر.إف.كيه جونيور المستقل للرئاسة يجذب الجمهوريين
eng_f0bd293e4df4575b771341a191a18f3b,Rice Teachers Earn Almost $500K Through TIA Program,0,arz,Egyptian Arabic,مدرّسو جامعة رايس جابوا تقريبًا ٥٠٠ ألف دولار عن طريق برنامج TIA
eng_c1e7e3a9de2b48cdbe7a88277786f079,Rise of AI fake news is creating a misinformation,0,ary,Maghrebi Arabic,ارتفاع الأخبار الزائفة الناتجة عن الذكاء الاصطناعي عمّي التضليل المعلوماتي
eng_1c69b6757da48e0a913604986a86c7e2,Ron DeSantis falls further behind Donald Trump and Nikki,0,apc,North Levantine Arabic,رون دي سانتيس بيتراجع أكتر وراء دونالد ترامب ونيكي
eng_7b32953fbf0d7b95b26b0433e92a22c6,Ron DeSantis knocks Donald Trump as keyboard warrior,0,apc,North Levantine Arabic,رون ديسانتس بصفّق على دونالد ترامب كمحارب على الكيبورد
eng_b31ac723e8959d24331427b3826e11a5,Ron DeSantis to visit Texas to county GOPs raise,0,apc,North Levantine Arabic,رون ديسانتيس رح يزور تكساس لحتى أحزاب المقاطعات الجمهورية يجمعوا تبرعات
eng_7d3349375fcdaf587a6108148f6bb452,rumours of Asylum seeker boat stopped off Christmas Island as Morrison trumpets border security on election day,0,ar,Standard Arabic,شائعات حول احتجاز قارب طالبي لجوء قبالة جزيرة عيد الميلاد بينما يعلن موريسون بفخر عن أمن الحدود في يوم الانتخابات
eng_5a551b9667f397b0298bfaabfa7e9c8b,Russian aggression came to our city,0,arz,Egyptian Arabic,العدوان الروسي وصل لمدينتنا
eng_2e927c0378772abd03b9d9dfe77cdd3d,Russians didnt kill anyone in Ukraine invasion,0,acw,Hejazi Arabic,الروس ما قتلوا أحد في غزو أوكرانيا
eng_f3a165ed167a4f2c8f1356570edd19a5,Sacred Heart University gather for ceasefire in Gaza,0,ar,Standard Arabic,جامعة القلب المقدس تتجمع من أجل وقف إطلاق النار في غزة
eng_89c7f4b50798b5c4caa56ae1f5e4d265,Sammy and Wengatz hall directors recount residence,0,afb,Gulf Arabic,مديرو قاعة سامي وونغاتس يحكون عن السكن
eng_e35d1433ad057cb5bfec1c7503635cf3,SANCTIONS NOW UNTIL CEASEFIRE! NEGOTIATIONS NOW! hi from UA,0,arz,Egyptian Arabic,عقوبات دلوقتي لحد الهدنة! تفاوضوا دلوقتي! مرحبًا من أوكرانيا
eng_e5ff22bbe5fa1bacf1103dfc360c1467,Saratoga BLMs IsraelHamas war demonstration brings,0,apc,North Levantine Arabic,تظاهرة في ساراتوغا دعماً لـ BLM والحرب بين إسرائيل وحماس تجذب الانتباه
eng_69bf29dbab9e3584068d3029b9ac7502,Scenes from Free Palestine Rally in MontpelierTimes Argus,0,arz,Egyptian Arabic,"مَشاهد من تَجمُّع ""فِلِسْطين حُرَّة"" في مونتبيلييه — تايمز أَرْجَوس"
eng_06fa6e73d9fd5dc0714ff78307a4cc3f,Schill issues new statement on IsraelHamas war,0,apc,North Levantine Arabic,شيل أصدر بيان جديد عن حرب إسرائيل وحماس
eng_a09796da9bd6ed1af4d8b598d8cee9f0,SCOTUS Declines to Hear GOP Request in Montana Voter Suppression Lawsuit @URL,0,acm,Iraqi Arabic,المحكمة العليا ترفض سماع طلب الجمهوريين في دعوى قمع الناخبين في مونتانا @URL
eng_9382e300a0d0effef881f901d7c6506e,SCOTUS Will Ultimately Decide The Fate Of Donald Trump,0,arz,Egyptian Arabic,المحكمة العليا الأمريكية هتقرر في النهاية مصير دونالد ترامب
eng_4657aaf1e95ef1ef3cdf6a9386892013,Senate Democrats decry unethical insulin costs,0,afb,Gulf Arabic,ديمقراطيون في مجلس الشيوخ ينددون بتكاليف الإنسولين غير الأخلاقية
eng_fffe25ab7fc98cdc6c93f4819be07b1e,Senate unanimously adopts bill blocking US military aid,0,apc,North Levantine Arabic,المجلس الشيوخ يصوّت بالإجماع على مشروع قانون يعرقل المساعدات العسكرية الأمريكية
eng_768b6da722eb01a50f3d2153b0c1b666,"Senate, House Republicans pitch plan to renew Proposition",0,acm,Iraqi Arabic,الشيوخ والنائبيّن الجمهوريين يقترحون خطة لتجديد المبادرة (Proposition)
eng_8a24745e78f06e0f72292d19f88fe3f5,Senator special guest at last Pierce County GOP meetingCedar County,0,ary,Maghrebi Arabic,السيناتور ضيف خاص في آخر اجتماع لحزب المحافظين بمقاطعة بيرس — مقاطعة سيدار
eng_27e6cff7adc7760a57d91013ba79e5fc,Senior Hamas Political Leaders Nizar Awadallah,0,acw,Hejazi Arabic,قادة حماس السياسيين الكبار نزار عوادلة
eng_41b9f8a9c71823b53f5614a6d61159ff,"Seriously ? Its such an obvious trap, are you really taking the bait, just to get more military aid?",0,arz,Egyptian Arabic,بجد؟ ده فخ واضح أوي، فعلاً هتقع فيه بس عشان تاخد مساعدات عسكرية أكتر؟
eng_6c8464386e30373b975cfa8749346131,SF Supervisor introduces resolution calling for ceasefire,0,ar,Standard Arabic,مشرّع من حزب تقدم سان فرانسيسكو يقدّم قرارًا يدعو إلى وقف إطلاق النار
eng_089121f6e0da73b2ef26120ba8483862,SF Supervisor Introduces Resolution Calling for Ceasefire in Gaza,0,arz,Egyptian Arabic,مشرف سان فرانسيسكو بيقدّم قرار بيطالب بوقف إطلاق النار في غزة
eng_464387ec1f66c62589a33ba9c63b1186,SF supervisor to introduce resolution calling for ceasefire,0,afb,Gulf Arabic,مشرف SF يقدم قرار يدعو لوقف إطلاق النار
eng_709608786492d56f1dd87d1dcaa7d6bd,SGA Senate Votes to Bring Articles of Impeachment Against President,0,ar,Standard Arabic,صوت مجلس SGA على تقديم مواد العزل ضد الرئيس
eng_0717c87554b2b4084c62d8725b39f47b,Shannon Jackson Appointed Director of Counseling Services,0,apc,North Levantine Arabic,شانون جاكسون عُيّنت مديرة خدمات الإرشاد
eng_93a0d983226ee8097d56593702a286b8,She really leading the way on border security.,0,afb,Gulf Arabic,هي فعلاً تمشي بالمقدمة في تأمين الحدود.
eng_6a0132d24a27d0e8be7c7c7015d1dba3,She was sacrificed by the government for populism too.,0,apc,North Levantine Arabic,تنحرت بالمقام الأول عشان الحكومة طلّعت هالقرار من أجل الشعبوية.
eng_7cf0883d4b6fd5f3195cff551b52a8f8,Sheriff's Office Investigating Payne Deaths as Homicides,0,acw,Hejazi Arabic,مكتب الشريف يحقق في وفيات باين على إنها جرائم قتل
eng_fcfc8d83a30240eb0ed89b7aa3789301,"Shit, I dont know if Im MAGA or ultra MAGA",0,ar,Standard Arabic,تبا، لا أعرف إن كنت من مؤيدي ماجآ أو من مؤيدي ماجآ المتطرفين
eng_bb797d78878ac669b8e523473fe5390d,"Should of had talks and a ceasefire, money first, lives 2nd",0,ar,Standard Arabic,كان يجب أن تكون هناك محادثات ووقف إطلاق نار، المال أولاً، الأرواح ثانياً
eng_5004a9a303e714beb54afbb60a5f3287,Should Putin Pup Control Americas Ammunition?,0,acw,Hejazi Arabic,هل يجب أن يتحكم بتين بوتين في ذخيرة أمريكا؟
eng_899931e9b48197c2afd39bf761a2891f,Should the Electoral College be eliminated?,0,apc,North Levantine Arabic,هل لازم يلغي مجمع الناخبين؟
eng_72c374cc41e8d48a1642f97fff78b929,Shouting shuts down council meeting on ceasefire,0,acm,Iraqi Arabic,الصراخ قطع اجتماع المجلس حول وقف إطلاق النار
eng_60e5bdc29a83fc6f9c96bc95cd37e595,Show us this voter fraud Rafael...,0,apc,North Levantine Arabic,ورجّينا هالتزوير بالانتخابات يا رافائيل...
eng_8de5295b54e6df025da5d37701f1f5fe,shows Hamas militants attacking music festival,0,arz,Egyptian Arabic,يظهر مسلحين من حماس بيهاجموا مهرجان موسيقي
eng_57cdeade02f1a87405cb53adabc78d32,"Since 2017, DefendDemocracy is calling for joint EU sanctions vs Russia for attacking our democracies. 2020 first EU sanctions over cyber attacks 2023 first EU sanctions over disinfo propaganda 2024 first EU sanctions over hybrid threats @URL NAFO",0,acw,Hejazi Arabic,من سنة ٢٠١٧، DefendDemocracy تطالب بعقوبات مشتركة من الاتحاد الأوروبي ضد روسيا لأنها تهاجم ديمقراطياتنا. ٢٠٢٠ أول عقوبات أوروبية بسبب هجمات إلكترونية. ٢٠٢٣ أول عقوبات أوروبية بسبب دعاية معلومات مضللة. ٢٠٢٤ أول عقوبات أوروبية بسبب تهديدات هجينة. @URL NAFO
eng_32cce4aca54d7f37c5f0e12a29d7f627,Since when did they say they were for farmers? I thought they were just an anti immigration party.,0,acw,Hejazi Arabic,من إمتى هم قالوا إنهم لصالح الفلاحين؟ كنت أعتقد إنهم بس حزب ضد الهجرة.
eng_d9934de0c6017ea4c6d5f4907e5f03ca,Six running on GOP ticket to represent sixth district,0,acm,Iraqi Arabic,ستة مرشحين على تذكرة الحزب الجمهوري لتمثيل الدائرة السادسة
eng_b648b89c8d5650606a2dff87caa5543f,Skier recounts exacting rescue after Silverton,0,arz,Egyptian Arabic,متزلج بيروي عملية إنقاذ دقيقة حصلت بعد حادثة سيلفرتون
